"doc_id";"category";"target";"text";"original_categories";"word_count"
"test/16602";"Corporate_Earnings";"1";"MGM/UA COMMUNICATIONS &lt;MGM> 2ND QTR FEB 28 LOSS
  Shr loss 34 cts
      Net loss 17.1 mln vs profit 10.1 mln
      Revs 106.2 mln vs 101.2 mln
      Six mths
      Shr loss 28 cts
      Net loss 14.4 mln vs profit 11.6 mln
      Revs 237.2 mln vs 179.5 mln
      Note: Company said year ago per share not given as not
  comparable due to certain allocations of expenses from the
  Turner Entertainment Group, not made in subsequent periods.
  1987 results reflect the TBS merger agreement and operations of
  the company as independent agent. 1986 data includes
  extraordinary tax loss carryforward gains of 1,185,000 dlrs in
  qtr and six mths.
  

";"earn";"105"
"test/16606";"Corporate_Earnings";"1";"INTERFIRST CORP 1ST QTR LOSS 28 CTS VS PROFIT THREE CTS

  INTERFIRST CORP 1ST QTR LOSS 28 CTS VS PROFIT THREE CTS
  

";"earn";"22"
"test/16607";"Energy_Resources";"2";"KUWAITI DAILY SAYS OPEC CREDIBILITY AT STAKE
  OPEC's credibility faces fresh scrutiny
  in coming weeks amid signs of a significant rise in supplies of
  oil to international oil markets, the Kuwait daily al-Qabas
  said.
      In an article headlined, ""Gulf oil sources say Middle East
  production up 1.4 mln bpd,"" it warned OPEC's official prices
  could face fresh pressure from international oil companies
  seeking cheaper supplies.
      It did not say whether only OPEC or both OPEC and other
  producers were behind the reported rise in Mideast output. Nor
  did it specify if the sources were official or other contacts. 
     ""The sources said the credibility of OPEC would come under
  fresh scrutiny from today (Monday), with activity in the
  European and American markets,"" the daily said.
      The sources were quoted as saying that after OPEC had in
  March demonstrated its commitment to quota agreements, some
  members had raised output last week. It gave no details.
      ""Dealers in oil markets were now waiting to see if Opec was
  able to control production, or whether the days of cheating and
  producing over quotas has begun anew,"" it said.
      The sources warned that ""maybe the (price of a) barrel of
  oil will fall below 18, perhaps 17.80 dlrs this week or next if
  there is no control on supplies,"" it said.
      ""The sources believed a return of oil below 18 dlrs a barrel
  may open the doors for international oil companies to pressure
  OPEC over contract prices, similar to the struggle last March,""
  it said, apparently referring to resistance by buyers to lift
  from Qatar unless it gave price discounts.
      ""More than one official has warned OPEC would find its
  solidarity under scrutiny by the end of April or start of May,""
  it said, noting demand usually fell with the onset of summer.
  

";"crude";"298"
"test/16624";"Agricultural_Markets";"0";"U.S. EXPORTERS REPORT 350,000 TONNES CORN SOLD TO UNKNOWN DESTINATIONS FOR 1986/87

  U.S. EXPORTERS REPORT 350,000 TONNES CORN SOLD TO UNKNOWN DESTINATIONS FOR 1986/87
  

";"corn,grain";"24"
"test/16636";"Energy_Resources";"2";"TEXACO &lt;TX> SAYS SOME OIL FLOWS RE-ESTABLISHED
  Texaco Inc has re-established some key
  oil supply lines following yesterday's court filing for
  protection under Chapter 11 of the U.S. bankrupcty code, said
  Elton Yates, Texaco's coordinator of worldwide operations.
      ""Several companies say they are willing to start trading,""
  Yates told Reuters in an interview.
      The company last week had stated that a number of domestic
  and international oil suppliers were demanding cash for oil
  shipments, and in some cases, had cut supplies altogether.
  Banks had also cut credit lines, it said in court filings.
      Manufacturers Hanover Corp &lt;MHC> and other banks told
  Texaco it would cut off a one billion dlr credit line, Texaco
  said in the court filing. Chase Manhattan Corp &lt;CMB> and J.P.
  Morgan Co's &lt;JPM> Morgan Guaranty Trust Co asked for deposits
  to cover transactions, it said.
      The severe conditions with suppliers and creditors arose
  from an unfavorable ruling last Monday by the U.S. Supreme
  Court in Texaco's ongoing dispute with Pennzoil Co &lt;PZL> over
  the acquisition of Getty Oil Co in 1984.
      The High Court said Texas Courts must consider Texaco's
  plea to cut its 10.3 billion dlr bond while appealing the case.
      ""Most of the suppliers stayed with us as long as they
  could,"" Elton said. But following Monday's Supreme Court
  ruling, Texaco's suppliers began demanding cash and halting
  supplies.
      ""It wasn't until last Wednesday that it turned into an
  avalanche,"" he said. ""Supplies were cut to the point where we
  could not run the system at anywhere near capacity.""
      He said less than half of Texaco's oil supplies had been in
  jeapordy, but the cut off would have produced severe shortages
  by mid-May. Now the situation appears much less severe, Elton
  said.
      It said that Sonatrach, the Algerian national oil company,
  canceled future deliveries of crude oil and natural gas,
  Occidental Petroleum Co &lt;OXY> demanded cash for crude, and
  Atlantic Richfield Co &lt;ARC> asked for special safeguards.
      The company also said British Petroleum Co PLC &lt;BP> last
  week refused to accept an order for fuel oil. But Yates today
  said, ""a big U.K. company has in fact said they would go on
  supplying. They had cancelled last week.""
      He declined to identify the company.
      &lt;Petroleos de Venezuela S.A.>, the Venezuelan state oil
  company that supplies a large portion of Texaco's oil, also
  halted shipments two weeks ago, Yates said.
      But he added that Texaco expected to meet with the
  Venezuelans later today in an attempt to reestablish that key
  supply line. Talks were also expected to take place with the
  Algerians, he added.
      Bankruptcy specialists said it was likely Texaco's chapter
  11 filing would allow the company to secure its credit lines
  and oil supplies that are key to the company's business.
      ""It will be business as usual for Texaco,"" said Martin
  Klein, a bankruptcy attorney at the New York law firm Dreyer
  and Traub.
      ""Creditors are a nervous bunch of people,"" he said. ""But
  when the dust settles they will reevaluate the situation and
  will likely extend credit to the chapter 11 company.""
      But other officials at Texaco were not immediately
  available to say whether discussions were being held with its
  banks, or whether credit lines had been reestablished.
  

";"crude";"535"
"test/16649";"Energy_Resources";"2";"KUWAITI DAILY SAYS OPEC CREDIBILITY AT STAKE
  OPEC's credibility faces fresh scrutiny
  in coming weeks amid signs of a significant rise in supplies of
  oil to international oil markets, the Kuwait daily al-Qabas
  said.
      In an article headlined ""Gulf oil sources say Middle East
  production up 1.4 mln bpd"" and ""Markets witness new surplus amid
  whispers of return to cheating days,"" it warned OPEC's official
  prices could face fresh pressure from international oil
  companies seeking cheaper supplies.
      It did not say whether only OPEC or Opec and other
  producers were behind the reported rise in Mideast output. Nor
  did it specify if the sources were official or other contacts.
     ""The sources said the credibility of OPEC would come under
  fresh scrutiny from Monday, with activity in the European and
  American markets,"" it said.
      The sources were quoted as saying that after Opec had in
  March demonstrated its commitment to quota agreements, some
  members had raised output last week. It gave no details.
      ""Dealers in oil markets were now waiting to see if Opec was
  able to control production, or whether the days of cheating and
  producing over quotas has begun anew,"" it reported.
     ""The sources warned that maybe the (price of a) barrel of oil
  will fall below 18, perhaps 17.80 dlrs this week or next if
  there is no control on supplies.
      ""The sources believed a return of oil below 18 dlrs a barrel
  may open the doors for international oil companies to pressure
  Opec over contract prices, similar to the struggle last March,""
  it said, apparently referring to resistance by buyers to lift
  from Qatar unless it gave price discounts.
      ""More than one official has warned Opec would find its
  solidarity under scrutiny by the end of April or start of May,""
  it said, noting demand usually fell with the onset of summer.
  

";"crude";"305"
"test/16651";"Energy_Resources";"2";"DOE RESOLVES ISSUES WITH ROYAL DUTCH &lt;RD> UNIT
  The Energy Department said it had
  approved in final form an agreement that resolves all remaining
  issues with Shell Oil Co over oil pricing and allocation
  controls that ended in 1981.
      Under the agreement, The Royal Dutch/Shell Group unit 
  agreed to pay 20 mln dlrs to settle refiner pricing issues and
  160 mln dlrs to settle crude oil pricing issues, DOE said.
      DOE said that before making the pact final, it modified it
  to reflect Shell's compliance with the Tertiary Incentive
  Program, a provision not in the version published last Dec 31.
  

";"crude";"100"
"test/16658";"Energy_Resources";"2";"ABU DHABI MARKETING SAID NOT BREACHING OPEC PACT
  A senior Abu Dhabi oil official said
  in remarks published today the emirate, largest producer in the
  United Arab Emirates (UAE), was succeeding in marketing its
  crude oil without breaching OPEC accords.
      Khalaf al-Oteiba, Marketing Director at the Abu Dhabi
  National Oil Co (ADNOC), told the company's Petroleum Community
  magazine ADNOC was also keen to keep good customer relations.
  ""The company will maintain its dialogue with and care for its
  customers in accordance with market conditions...And take
  necessary steps to guarantee marketing its production,"" he said.
     ""The present oil marketing policy of ADNOC is based on
  adherence to OPEC decisions of December 1986 to control
  production and establish a new pricing system in an attempt to
  stabilize the market,"" he added.
      OPEC agreed last December to limit production to 15.8 mln
  bpd and return to fixed prices averaging 18 dlrs a barrel.
      Oteiba said stabilization of the oil market in the future
  depended on how much discipline OPEC showed.
      Oteiba said last year, when world oil prices dropped, was
  ADNOC's most difficult ever but ""a practical and flexible
  pricing policy was implemented to relate to the changed market
  environment.""
      He said crude oil sales last year jumped to an average
  609,000 bpd of which 73 pct was exported. Refined product sales
  totalled eight mln metric tonnes, of which 67 pct was exported.
      In 1985, ADNOC marketed a total of 476,000 bpd of crude oil
  and 7.2 mln tonnes of refined products.
  

";"crude";"249"
"test/16710";"Energy_Resources";"2";"GULF CANADA &lt;GOC> ACQUIRES SUEZ OIL STAKE
  Gulf Canada Corp said it
  acquired a 25 pct working interest in the Gulf of Suez oil
  concession for undisclosed terms.
      The company said its agreement with operator Conoco
  Hurghada Inc and Hispanoil covered the 168,374-acre East
  Hurghada offshore concession. It said a 15.6 mln U.S. dlr
  four-well program was planned for 1987.
      After the acquisition, which is subject to Egyptian
  government approval, working interests in the Hurghada block
  will be Conoco Hurghada at 45 pct, Hispanoil 30 pct and Gulf
  Canada the balance.
  

";"crude";"91"
"test/16723";"Energy_Resources";"2";"TEXACO FILING ADDS UNCERTAINTY IN OIL MARKET
  U.S. oil traders said Texaco Inc's
  filing for protection under the Chapter 11 bankruptcy code is
  adding uncertainty to an already skittish oil market, but
  opinions are divided on the impact to the market.
      ""The filing is holding up wet barrel trading today,"" said
  one trader. ""Everyone is talking about it, assessing their
  company's situations in relation to Texaco,"" he added.
       Some traders said companies that deal with Texaco are
  concerned about whether they will receive payment or supplies
  under the bankruptcy filing.
      However, others were less worried. ""The first paid will be
  the trading community and those connected with Texaco in the
  shipping industry,"" one New York trader said.
      ""If Texaco doesn't get crude supplies it can't run its
  refineries, so its other assets would not be worth anything,""
  he added.
      Texaco filed for protection under Chapter 11 of the U.S.
  bankruptcy code yesterday after failing to reach a settlement
  with Pennzoil on an 11 billion dlrs court award for illegally
  interferring with Pennzoil's proposed purchase of Getty Oil Co.
      However, others were less worried. ""The first paid will be
  the trading community and those connected with Texaco in the
  shipping industry,"" one New York trader said.
      ""If Texaco doesn't get crude supplies it can't run its
  refineries, so its other assets would not be worth anything,""
  he added.
      Texaco filed for protection under Chapter 11 of the U.S.
  bankruptcy code yesterday after failing to reach a settlement
  with Pennzoil on an 11 billion dlrs court award for illegally
  interferring with Pennzoil's proposed purchase of Getty Oil Co.
      ""There is some reluctance to trade with Texaco but no great
  change,"" said another trader, adding that traders are tending
  toward prudence in their dealings with the company.
      Traders are assessing whether to require cash prepayment or
  letters of credit, or to continue to trade as usual with Texaco
  on an open line basis, he said.
      Another trader, however, described today's activity as
  business as usual, adding that traders feel more secure because
  no liens can be put on Texaco's assets while it is in
  bankruptcy.
      Traders said there was no apparent effect of the Texaco
  filing on crude futures trading although they said the exchange
  might lower Texaco's position limit and require higher margins
  for Texaco's trades.
      New York Mercantile Exchange President Rosemary McFadden
  declined to comment on Texaco's futures trading, saying that is
  is proprietary information. McFadden did say, however, that as
  a matter of procedure, it is possible the exchange can lower
  allowable position limits or increase margin requirements for
  companies that are in financial trouble.
  

";"crude";"435"
"test/16739";"Energy_Resources";"2";"ECUADOR SAYS WILL RESUME LIMITED OIL PRODUCTION
  Ecuador will resume limited crude output
  next week to fill up storage tanks as a first step to pump oil
  to a Colombian pipeline on May one, the state Ecuadorean
  Petroleum Corp (CEPE) said.
      CEPE manager Carlos Romoleroux told reporters that Ecuador
  would begin pumping an unspecified amount of crude in
  northeastern jungle oilfields at the end of next week in
  preparation to send the oil through a new pipeline link-up to
  neighbouring Colombia.
      Oil production in Ecuador was halted on March five when an
  earthquake damaged the country's main pipeline from Lago Agrio,
  at the heart of the Ecuadorean jungle oilfields, to the pacific
  port of Balao.
      It will take at least until the end of July to repair the
  pipeline and return output to normal levels. The country was
  pumping between 245,000 bpd and 250,000 bpd before the tremor.
      To resume limited output in the meantime, Ecuador is
  constructing a 26 mile pipeline linkup, capable of carrying
  55,000 bpd, from Lago Agrio to Puerto Colon, the starting point
  of Colombia's pipeline to the Pacific port of Tumaco.
      The original target date to resume limited crude output was
  May eight, the scheduled date for the inauguration of the Lago
  Agrio to Puerto Colon pipeline, an energy ministry spokesman
  said.
  

";"crude";"217"
"test/16740";"International_Trade";"3";"NEW ZEALAND CPI RISES 2.3 PCT IN MARCH QUARTER
  New Zealand's consumer price index,
  CPI, which measures the rate of inflation, rose 2.3 pct in the
  quarter ended March 31 against an 8.9 pct rise in the December
  1986 quarter and a 2.3 pct rise in the March 1986 quarter, the
  Statistics Department said.
      For the 12 months ended March 1987 the CPI rose 18.3 pct
  against 18.2 pct in 12 months ended December 1986 and 13.0 pct
  in the 12 months ended March 1986, it said in a statement.
      Nearly half the increase in the latest quarterly index was
  contributed by the housing group, the department said.
      The December quarter was significantly affected by the
  introduction of a 10 pct value added goods and services tax,
  GST, in October 1986, it added.
      However, some GST charges not measured in the December 1986
  quarter influenced the latest March quarterly figure, it said.
      This is because of an unavoidable lag in price information,
  particularly on housing, used cars and insurance on household
  contents, it added.
  

";"cpi";"174"
"test/16745";"International_Trade";"3";"MIYAZAWA SEES EVENTUAL LOWER U.S. TRADE DEFICIT
  Japanese Finance Minister Kiichi Miyazawa
  told a press conference he expects the U.S. Trade deficit to
  eventually start reflecting economic fundamentals, which should
  influence exchange rates.
      The minister was not referring to the U.S. Trade data to be
  released in Washington later today.
      Miyazawa also said he told major industrial nations when he
  was in Washington last week that present exchange rates are not
  necessarily good. He had said earlier in Washington that
  current exchange rates were within levels implied in the
  February Paris currency accord.
  

";"trade";"93"
"test/16746";"International_Trade";"3";"Japan March wholesale prices rise 0.2 pct (0.1 pct February drop) - official

  Japan March wholesale prices rise 0.2 pct (0.1 pct February drop) - official
  

";"wpi";"26"
"test/16749";"Agricultural_Markets";"0";"HAITIAN CANE PLANTERS PROTEST SUGAR MILL CLOSURE
  About 2,000 sugar cane planters
  marched to Port-au-Prince to protest against the closure of
  Haiti's largest sugar mill and second biggest employer.
      The Haitian American Sugar Company closed on Friday because
  of a huge surplus of unsold sugar. The firm said Haiti has been
  flooded with smuggled refined and unrefined sugar from the
  Dominican Republic and refined U.S. Sugar from Miami.
      The closure idled 3,500 factory workers and left 30,000
  small cane planters with no outlet for their cane. The
  protesters blamed Finance Minister Lesly Delatour for the
  closure, saying his policies have hurt Haitian businesses.
  

";"sugar";"103"
"test/16751";"Agricultural_Markets";"0";"TAIWAN IMPORTS 210,000 TONNES SOUTH AFRICAN MAIZE
  Taiwan imported about 210,000 tonnes of
  South African maize between January 1 and April 13, the joint
  committee of local maize importers said.
      Under a three-year agreement signed last year, South Africa
  will export 600,000 tonnes of maize a year to Taiwan.
      A committee spokesman told Reuters the rest of this year's
  quota will be shipped during the rest of 1987.
  

";"corn,grain";"68"
"test/16752";"Agricultural_Markets";"0";"TAIWAN LIKELY TO BUY MORE U.S. SOYBEANS
  A 50 pct cut in the import tariff for
  soybeans should help boost 1987 U.S. Soybean exports to Taiwan,
  a spokesman for the joint committee of soybean importers told
  Reuters.
      He said the cut to 3.5 from seven pct was approved by the
  cabinet yesterday and would go into effect within a week.
      The cut will encourage local importers to increase 1987
  soybean imports to 1.9 mln tonnes from 1.74 mln last year, he
  said. The previous target for 1987 was 1.81 tonnes.
      Taiwan imports more than 90 pct of its soybeans from the
  U.S. And the rest from South America.
      The spokesman said the increase in imports from the U.S. Is
  in line with government efforts to reduce Taiwan's trade
  surplus with Washington, which rose to 3.61 billion U.S. Dlrs
  in the first quarter of 1987 from 2.78 billion a year ago.
      ""The tariff cut is very helpful for American suppliers (who
  want) to boost their exports to Taiwan,"" Steve Chen, country
  director of the American Soybean Association, told Reuters.
  

";"soybean,veg-oil";"178"
"test/16753";"Agricultural_Markets";"0";"CHINA FACES EXTENDED SORGHUM SHORTAGE
  China will be short of sorghum in 1987
  for the sixth successive year because high production costs and
  low profits discourage farmers from growing it, the China Daily
  Business Weekly said.
      It said sorghum output in calendar 1986 was 5.34 mln
  tonnes, down five pct from the 1985 level, and prices on the
  free market rose in January to 0.42 yuan per kg, up 14 pct on
  January 1986.
      It said sorghum acreage in 1987 is six pct lower than in
  1986. Sorghum accounts for 40 pct of the raw materials needed
  by China's breweries, it added but gave no more details.
  

";"grain,sorghum";"107"
"test/16759";"International_Trade";"3";"SOUTH KOREA TO CHANGE POLICIES TO AVERT TRADE WAR
  South Korea has decided on major changes
  in its trade, investment and finance policies aimed at reducing
  the growth of its balance of payments surplus and avoiding a
  trade war with the United States, Deputy Prime Minister Kim
  Mahn-je said.
      Kim told reporters the excessively fast rise in exports
  could make South Korea too reliant on exports, increase
  nflation and produce trade friction. The policy shift, which
  means abandoning Seoul's goal of rapidly reducing its foreign
  debt, was worked out at a series of ministerial meetings.
      Kim, who is also Economic Planning Minister, said the
  current account surplus, previously expected to exceed eight
  billion dlrs this year, would be held at about five billion
  dlrs by increasing imports, accelerating market liberalisation
  and rationalising exports.
      He said Seoul would try to limit its current account
  surplus to around five billion dlrs a year for the next few
  years, although trade volume would continue to grow.
      ""This will gradually reduce the ratio of the surplus to GNP
  (gross national product) from the current five pct level to
  three pct by 1991,"" he added.
      Koo Bon-yong, an aide to Kim, said South Korea's foreign
  debt had been expected to fall below 40 billion dlrs by the end
  of 1987, against the initial forecast of 41.8 billion, and 44.5
  billion dlrs at end-1986.
      ""But now (with the policy changes) the debt is expected to
  remain above 40 billion dlrs, although it could still be lower
  than the originally projected 41.8 billion dlrs,"" he said.
      The policy change was announced two days before the
  scheduled arrival of U.S. Commerce Secretary Malcolm Baldrige
  for talks with Trade Minister Rha Woong-bae.
      South Korea is under U.S. Pressure to reduce its bilateral
  trade surplus, which rose to 7.4 billion dlrs last year from
  4.3 billion dlrs in 1985.
      Kim said the policy changes were also prompted by the swing
  in South Korea's current account to a surplus of 2.06 billion
  dlrs in the first quarter of 1987 from a deficit of 438 mln
  dlrs in the same 1986 period. First quarter 1987 exports rose
  36 pct to 9.4 billion dlrs.
      The government would make foreign currency loans worth 2.5
  billion dlrs to firms willing to import capital goods, raw
  materials and equipment, preferably from the U.S., He said.
      ""The foreign currency-based loans, which carry interest at
  1.5 points above LIBOR (London Interbank Offered Rate), are
  considerable incentives given to increase imports,"" Koo said.
      Koo said the loans would be repayable in foreign currency.
  ""It means they could become interest-free loans if the Korean
  currency continues to rise in value,"" he said.
      He said the South Korean won would be revalued against the
  dollar gradually, but added ""We do not believe in rapid one-shot
  changes in the value of the won.""
      The won, fixed at 839.70 to the dollar today, has risen six
  pct against the dollar since the beginning of 1986.
  

";"bop";"492"
"test/16762";"Energy_Resources";"2";"SAUDI ARABIA WANTS TO INCREASE OIL SALES TO JAPAN
  Saudi Arabia hopes to increase the volume
  of its oil exports to Japan through expanding bilateral trade,
  Saudi Arabian Interior Minister Naif bin Abdul-Aziz said.
      He told a Tokyo reception his country hopes to raise crude
  and products exports to Japan to earlier levels, but did not
  elaborate. To promote trade, Saudi Arabia is inviting Japanese
  industries to do business there, he said.
      Japanese firms now have long-term contracts to import a
  total of 150,000 barrels per day of Saudi crude.
  

";"crude";"90"
"test/16763";"Agricultural_Markets";"0";"U.S. URGES JAPAN TO OPEN FARM MARKET FURTHER
  U.S. Agriculture Secretary Richard Lyng
  has asked Japan to open its farm market further to help
  Washington cut its trade deficit and ease protectionist
  pressures, an Agriculture Ministry official told reporters.
      Hideo Maki, Director General of the ministry's Economic
  Affairs Bureau, quoted Lyng as telling Agriculture Minister
  Mutsuki Kato that the removal of import restrictions would help
  Japan as well as the United States.
      The meeting with Kato opened a 12-day visit to Japan by
  Lyng, who is here to dicuss farm trade.
      However, Maki quoted Kato as replying that Japan was
  already the world's largest grain importer.
      Kato added Japan is the largest customer for U.S. Grain and
  depended on domestic output for only 53 pct of its food
  requirements in 1985.
      Lyng said the U.S. Put high priority on talks on 12 farm
  products named in U.S. Complaints against Japan to the General
  Agreement on Tariffs and Trade (GATT) last year, as well as on
  beef, citrus products and rice.
      Kato said Japan will maintain its current level of
  self-sufficiency and will try not to produce surplus rice
  because potential production is higher than domestic demand.
      The world farm market suffers from surpluses because of
  rising production by exporting countries, he added.
      Lyng said the U.S. Has been trying to reduce farm product
  output with expensive programs, Maki said.
      Maki said the U.S. And Japan will hold detailed discussions
  on each trade item as well as a new round of GATT trade talks
  at a meeting on April 20, in which U.S. Trade Representative
  Clayton Yeutter will join.
  

";"grain,trade";"268"
"test/16765";"Agricultural_Markets";"0";"60,000 TONNES CORN SMUGGLED INTO PHILIPPINES-PAPER
  At least 60,000 tonnes of corn worth 240
  mln pesos have been smuggled into the Philippines over the past
  few months, the Manila Bulletin newspaper said, quoting an
  official in the National Food Authority (NFA).
      The official, who was not named, said a large corn shortage
  and corruption among customs and Coast Guard personnel have
  jeopardised the government's ban on corn imports, which was
  aimed at saving foreign currency.
      The newspaper quoted NFA Marketing Director Jig Tan as
  saying monthly corn consumption stood at about 331,000 tonnes
  against a national stock inventory of 191,732 tonnes.
      Tan said a continuing drought affecting about 49,150
  hectares of corn has led to the loss of 43,725 tonnes of corn
  worth 174.9 mln pesos and contributed to the shortage.
      The newspaper quoted Linda Geraldez, an NFA statistician,
  as saying despite the drought and the shortage, the total
  inventory at the end of the January/June crop season is
  expected to be at least 201,000 tonnes.
  

";"corn,grain";"166"
"test/16766";"International_Trade";"3";"PAPER SAYS U.S. TRADE DEFICIT CUT TO 13.65 BILLION
  The Washington Post said the U.S.
  Commerce Department yesterday issued a new report showing that
  the U.S. Merchandise trade deficit was 13.65 billion dollars in
  February, a reduction of 1.4 billion dlrs from the 15.06
  billion figure the department reported only two days earlier.
      The newspaper said: ""News of the unexpectedly large 15
  billion deficit helped batter the dollar's value on foreign
  exchange markets and boosted U.S. Interest rates.
      ""However, the new report went largely unnoticed by financial
  markets since such a downward revision in the deficit is a
  monthly occurrence.""
      The Washington Post said: ""By law, the department must first
  publish what a top commerce official agreed are misleading
  trade figures and then wait 48 hours before putting out the
  more accurate ones.""
      No one was immediately available at the Commerce Department
  for comment on the Washington Post report.
  

";"bop,trade";"149"
"test/16767";"International_Trade";"3";"SOUTH KOREA'S LEADING INDICATORS RISE IN FEBRUARY
  South Korea's index of leading indicators
  rose 1.9 pct to 172.9 (base 1980) in February after a 0.8 pct
  rise in January, to stand 17.2 pct higher than in Feburary
  1986, provisional Economic Planning Board figures show.
      The index is based on 10 indicators which include export
  values, letters of credit received, warehouse stocks, M-1 and
  M-3 money supply figures and the composite stock exchange
  index.
  

";"lei";"73"
"test/16772";"International_Trade";"3";"INDIA'S ANNUAL INFLATION RATE DROPS MARGINALLY
  The Finance Ministry said India's
  wholesale-price linked inflation rate dropped marginally to 5.3
  pct in all fiscal 1986/87 ended March from 5.8 pct in 1985/86
  and 7.1 pct in 1984/85.
      The average wholesale-price related inflation stood at 5.2
  pct in March this year against 5.1 pct a year ago, the Ministry
  said in a statement.
      It said wholesale prices of cement, textiles and jute fell
  in 1986/87, compared with the previous year, but milk, cereals
  (mainly wheat and rice), fruits and vegetables, edible oils,
  tobacco and fertilisers were costlier in 1986/87.
  

";"wpi";"97"
"test/16774";"International_Trade";"3";"JAPAN DETAILS PLAN TO STAVE OFF TRADE PROBLEMS
  Japan's Liberal Democratic Party (LDP)
  has drawn up a detailed plan calling for large tax cuts and an
  increase in government purchases of foreign goods, the head of
  the committee working out the plan, Junichiro Koizumi, said.
      The plan will also urge the government to double 1985's
  official development assistance to 7.6 billion dlrs within five
  years instead of seven as the government had promised, senior
  LDP officials said at a press conference.
      LDP executive council chairman Shintaro Abe will explain
  the plan to U.S. Officials when he visits the U.S. On April 19.
      Abe's visit is to prepare for Prime Minister Yasuhiro
  Nakasone's talks with President Ronald Reagan later this month.
      Koizumi said the LDP plan will not specify the size of the
  tax cut or the amount of domestic demand to be stimulated.
  However, top LDP executives will work out figures so that Abe
  will be able to offer specifics to U.S. Officials.
      The proposed increase in procurement of foreign goods by
  the government will probably include the purchase of super
  computers, LDP officials said.
  
  specific trade problems with other nations and will encourage
  flows of funds to developing countries, the officials said.
      The LDP expects the measures to prop up the economy and
  lessen trade problems with the U.S., They added.
      The basic ideas of the LDP's plan were presented to and
  welcomed by monetary authorities of the major industrial
  nations in Washington last week, they said.
      The LDP plan will form the basis for the last of several
  packages to stimulate Japanese domestic demand and will be
  unveiled by the government in late May.
  

";"trade";"276"
"test/16775";"International_Trade";"3";"CHINA TRADE DEFICIT FALLS SHARPLY, RESERVES RISE
  China's trade deficit in the first
  quarter fell to 1.05 billion dlrs from 3.04 billion in the same
  1986 period, customs figures show.
      Zhang Zhongji, spokesman of the State Statistical Bureau,
  quoted the figures as showing exports rose 27 pct to 7.28
  billion dlrs and imports fell 5.1 pct to 8.33 billion.
      He said if imports of gifts, foreign aid items and
  materials for joint ventures are excluded, the deficit was only
  350 mln dlrs, and the surplus on invisibles was 700 mln. As a
  result, foreign exchange reserves increased somewhat from their
  level at end-1986, he said, but gave no figure.
      Official figures show the reserves at 10.514 billion dlrs
  at end-1986, down from 11.9 billion at end-1985.
      Zhang said one reason for the rise in exports was improved
  incentives to export firms, which are being allowed to retain
  more foreign exchange from the goods they sell.
      He said first quarter exports to Hong Kong and Macao rose
  35.5 pct to 2.48 billion dlrs and imports rose 55.3 pct to 1.46
  billion. Exports to Japan fell 2.3 pct to 1.28 billion and
  imports 24.4 pct to 2.14 billion.
      Exports to the U.S. Rose 23 pct to 640 mln dlrs and imports
  fell 26.7 pct to 840 mln. Exports to the EEC rose 35.1 pct to
  770 mln dlrs and imports fell 3.8 pct to 1.5 billion, he said.
  

";"reserves,trade";"236"
"test/16776";"Agricultural_Markets";"0";"THAI VENTURE WILL SELL RUBBER TO CHINA
  Teck Soon Co Ltd, a major Thai rubber
  exporter has formed a joint venture with state-owned Chinese
  International Economic and Technology Development Corp to
  produce 50,000 tonnes of sheet rubber annually for export to
  the Chinese auto industry, Teck Soon general manager Chit
  Surivitchpan said.
      Chit said a new joint venture company will have a
  registered capital of four mln dlrs.
      China imported 69,952 tonnes of Thai sheet rubber last year
  and 60,296 tonnes in 1985.
  

";"rubber";"83"
