text;target
150472;My girls love the treats from Wilderness and I have to say that I enjoy buying them for them but I just wish they weren't so expensive.;0
134951;This keeps my boy nice and cozy and I love the fact that it's easy to take on and off . .not to mention downright cute and reversible. We live in the Midwest so during the nasty winter months, I keep him warm by putting the fleece side against his coat.  I highly recommend this product.;0
123213;I like this well enough, my dog is a little hesitant with it and I think it is because she is used to the bacon or meat type paste. I brush her teeth every day and while she isn't thrilled she will sit for it to get a treat.;0
14443;I wouldn't say that I am the most uncoordinated person on earth, but I sure felt like it when I was trying to scoop up after my dogs with a claw-type scooper. Actually, only of our dogs poops in inappropriate place, and she's a chihuahua, so the size of this scooper is more than sufficient, and I find it much easier to handle and operate than the claw type.;0
101013;One thing I like about this leash...the pattern!  Silly, I know.  But I like that it's a little different from the plain red or blue retractable leashes that I always get.It's a sturdy, well made device.  I don't worry that my pug (about 22 pounds is going to break the leash...he's a strong little guy) even though a small is only supposed to be for up to 14 pounds.  To be honest, I think a medium would be just too big for a dog his size.There are a few things that take some getting used to.  In the past the retractable leashes I have used, you simply move up the little button to lock the leash, but this one you actually have to flip it-sort of like a light switch-and that took me a few tries to get used to.  I would say anyone with larger hands, so most men, would find this rather uncomfortable.  I can't really get all four of my fingers around the handle comfortably, so I know my husband and older sons' can't either, making this difficult to hold securely.And then there is the price.  If you have ever bought a leash like this, you know they can be pricey, anywhere from $15-$30 dollars.  This one is at the top of the price point.  So, while I love the little graphics, I am not sure if that makes it worth $30.;0
144705;I'm very pleased with this product. I wanted to find Da Bird that had the &#34,full pole&#34,, not the kind I was seeing that had the pole in two parts, that you had to put together. I felt that one solid piece would be sturdy, rather then a weak spot where the two pieces were joined.  I finally found it from the seller CoolCyberCats,  They shipped it super fast and it came mailed in a hard tube, which was a really nice touch, since I was concerned that the pole might get snapped in shipping.  The cats absolutely love it, even the kitty that only really likes the laser toy, was jumping around and joining in. I have bought the cats poles with feathers on the end but this one by far is the best, they have a level of excitement with this that the other feather poles don't come close too. The sound it makes fluttering through the air really gets them jumping, playing and I'm glad they are getting lots of exercise. One of the cats likes it so much, she stands near it and meows to me, asking to make the feather fly!  I will only buy this kind in the future.;0
108469;I bought this when I pup was only 2 months old (only about 3 pound ish). At that time, he was kinda too big for him to handle, right now he's like 8 pounds, he can make it squeaky easily and carry it around with his little month...;0
29565;I am really impressed with this leash. I love the handle as i'ts really soft especially when you have two dogs pulling. I like to that the leash does not get tangled up when the dogs start doing circles around each other. Really adjustable too.;0
88630;My dogs love to rip apart tennis balls and eat them. Having already had one surgery for eating something he wasn't supposed to, we try to keep them away from tennis balls. They like to play with balls, though, so I decided to try this one.They will play with it, but definitely don't like it as much as a tennis ball. But it has held up to the chewing, so it did exactly what it was supposed to.;0
42822;I wormed my dog and the wormed did not come back. I will use this in the future if needed :);0
139860;This pouch does the trick for training. it has 2 pouch compartments inside and an outside pouch for holding poop baggies.;0
110143;It's a good size pad.  The problem is the urine goes through it and onto the floor.  Not completely, but enough that I can see the shine of urine on the floor after I pick up the pad and have to clean the laminate floor underneath it.  I was hoping to avoid the laminate floor getting soiled by having the pad.  My dog weighs 60 lbs so has a good amount of urine.  The pad is plenty big so the urine does not spill over the edge, just goes through it.  Disappointed.;0
73675;"Blue Buffalo Spa Select is great! Top of the line ingredients, human food grade-- in addition to the indoor cat formula there's a chicken version and a fish version. This food meets a very high standard. No yucky meat ""by-products"", meat and meat meals are the top ingredients, plus a host of wholesome and varied ingredients and probiotics.On top of that, this is an incredibly palatable food. My cat LOVES it. In fact, she scarfs it right down, when she typically has just grazed on a piece or two at a time of other premium foods. I have to be careful to use a measuring cup and not overfeed her, 'cause she will seek me out and meow for more!Blue Buffalo uses a unique process to manufacture ""lifebits"" which are added to the food. These smaller, darker pieces are cold formed in order to maintain nutrients. I don't believe any other company incorporates this kind of element into cat or dog food.I came across this cat food at the local Tractor Supply. I'd never heard or read about Blue Buffalo, but I respect what they are doing, and I've changed to Blue Buffalo dog food for my golden retrievers, too.~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~~Here's a summary of the nutritional information:-Recommended daily feeding chart-- amount varies based on age, activity level, breed, and environement, but in general a 5-9 pound cat will eat 1/4-1/2 cup, while a 10-14 pound cat will eat 1/2-1 cup.-One cup contains 478 calories-Major ingredients:Deboned chicken, chicken meal, whole ground barley, fish meal, oatmeal, whole ground brown rice, whole potatoes, chicken fat (preserved with natural mixed tocopherols), natural chicken flavor, dried egg, dried cellulose, whole sweet potatoes, whole carrots, cranberries, blueberries, flaxseed (natural soource of Omega 6 fatty acids), barley grass, dried parsley, alfalfa meal, kelp meal, taurine, l-carnitine, l-lysine, ycca schidigera, green tea extract, turmeric, salmon oil (natural source of Omega 3 fatty acids), black malted barley, dried chicory root, fructooligosaccarides, oil of rosemary, the expected vitamins and minerals, and several probiotics (lactobacillus acidolphilus, bacillus subtilis, bifidobacterium thermophilum, bifidobacgterium longum, enterococcus faecium).I hope this helps you evaluate whether or not this food is a good match for your feline friend.  My cat and I have been really happy with it.";0
23058;We bought these for German Shepherd to use when we were treat train him. Every little cracker is a perfect size for treat training. They are small, and they are very easily handled in a treat pouch. There really isn't much mess. Our German Shepherd loves these things, and will do just about anything for them. If you're looking for new treat for your dog, these will work out nicely.;0
56462;My daughter's cat is an incredibly messy eater. The cat is fed inside the crate, it is big enough for her to pace while eating. The 'floor' slides out easily for cleanups. Problem solved!;0
137477;my dog loves these.  they are about the size of a 50cent piece.  easily broken up if you have a smaller dog.  they do have a very powerful fishy smell so dont breathe!;0
69822;I live in Florida and my 2 mini Poodles get very itchy skin in summer.  Started bathing them every 2 weeks in Tropiclean Aloe on the recommendation of my groomer.  No more itching and their coats are beautiful!!!  The shampoo has a very light, pleasant scent. I have recommended this product to several of my dog owner friends and they have been just as pleased with it.;0
38292;My Whippet/Aussie mix likes this bed only when I put her Pet Dreams Plush cushion on it, as she needs padding to be comfortable.  She looks pure Whippet except for the Aussie merle coloring - her body frame just needs more cushioning.  I thought the elevated bed would be nice and cool in the summer, but that doesn't matter to her.  This bed would be great for dogs that have more body padding and enjoy sleeping on a cool surface.  Depending on your dog, it can be a great bed.;0
20289;I bought this to prevent the water from freezing for the feral cat who adopted us. We had a cold snap in the late fall, and temps went into the teens, but the water was not frozen. YEAH!!!!!;0
83152;These Enzymatic chews continue to come way too small in size.... These are for large dogs... only a small per centage of them are actually the right size... the others are too small which is as CET says... risky to give to large dogs..  Whe we started using these several years ago they were excellent, and all the correct size in the bag.  NOT THE CASE NOW.Very disappointed.;0
71698;my cats would not touch this can food. must be something in the product. i have nothing more to say.;0
28161;full size. very absorbent.  Not disappointed with this product.  I would not hesistate to purchase this product again when need to reoder;0
47927;My cat absolutely loves this.  She really does not use the scratch pad, but the toy part is a big success.  She plays with it for a long time, and sneaks up on it when passing by.;0
74322;"I am unaware if it fits the door space of the smaller cages, but the nest box isn't large enough to attach to theVision Bird Cage Model L02 - Largewithout leaving a significant gap over the top. Even if it does fit the door space on your particular model, it's a horrible constriction of cage use because you will have to remove it every time you need to gain access to the inside of the cage to handle the animals or change food and water, which will disturb the birds and anything inside the nest box. The Vision cage, unlike almost every bird cage, comes with no breeding doors to allow placement of a nest box on the exterior of the cage, which is essentially an industry standard even in cages designed for companion birds.This is too large to fit inside a cage as it needs to be placed in a top corner for most species (excluding budgerigars), which uses valuable real estate, and makes access to the nest box difficult. I had to cut several bars on the left side of the cage in order to give access to the entrance hole of the nest box which I placed on the outside. This is something no consumer should have to do and it is a grievance because it causes permanent damage.For the nest box itself, I find the plastic material to be preferable to wood because it discourages chewing and it is much more sanitary in addition to being easier to clean than traditional wooden nest boxes. It's relatively easy to get together the first time. I don't like that it isn't completely ""airtight"" except for the entrance hole because it allows light to intrude and could be a risk for even the slightest drafts to chicks (which are dangerous in a bird room anyway). Regarding the green door that slides up for observation, the lip around the bottom connecting part is not high enough to contain a good amount of nesting material inside, which is yet another design flaw considering how close the round nest bowl is placed to this observation door. The box is apparently designed with the slick plastic trays so nesting material doesn't need to be used, but if something like shavings is not used a breeder risks producing chicks with splayed legs.In short, the use of plastic in this is a very good thing, but the way it comes together in the end with both nest box concept flaws and a complete miss as for use with the Vsion cage, it is not a good investment and I will not recommend the product or purchase another. It may perhaps be good with cages that are quite large or even in an aviary, but for use with a Vision cage it is a failure.";0
85457;I buy chews to keep in the cage and spread through the house. Every now and then I'll see him nibble at a puzzle crisp but he doesn't want anything to do with the apple wood chews. Thankfully these were not that expensive. I may order the puzzle crisps if they are sold by themselves otherwise I'll be looking into other chews from now on.;0
123017;My kitty actually likes the taste and licks it off the brush! This is great since brushing your cat's teeth is important in order to help prevent tooth decay.;0
88441;Life has changed in our household because of this product. Give it a chance to work. On one cat, it worked within a week. On another cat it took a few weeks to start calming him down. It works on scaredy cats, tough/angry cats and alpha male cats. I have 8 and all have very different personalities. I am currently using them on 3 of my cats and our house is amazingly different! It's worth the money. And for those of you who state it smells funny, that's the whole point. Excellent price on-line versus in the stores - 65% cheaper for same product!;0
109972;I have a 7 pound yorkie who's always used pads to go to the bathroom. These are the worst ones I've ever used. Not worth the cheap price! Any liquid quickly spreads out on the entire pad and if it's near the edge, it can spill over onto your floor. I usually only have to change my pads twice a week but I feel like I'm changing these every few days! Will not be buying again.;0
124005;After reading some reviews that their dogs didn't like them, I was a bit worried as my dogs can be picky at times.  But no worries here, my dachsund and sharpei mix gobbled these right up!  My big mix practically woofed it down to the point I'm not sure he chewed much so I'm not sure he got the full effect, but my little guy enjoyed it, so I'm glad they like these treats and they're good for them, so thats what matters to me!  I am always looking for new ways to get some healthy into my boys as I'm sure most dog owners are so when I seen these I thought they were worth the try, and the boys like them so I'm recommending them!;0
57613;This is a terrific product for my skin sensitive dog and my cat too.  My dog doesn't really like his food when I put salmon oil in it, so these gel caps are a great alternative.  The gel caps are shaped like little fish.  If I want to feed my dog the entire gel cap, I hide a couple of them in his food and he eats them up like he would eat his normal food, especially in wet food.  Sometimes he'll spit it out if I put them in his dry food, so I wrap the little fish gels in a slice of roast beef and he swallows them right down.  If I want to sprinkle the fish oil in my cat's food, all I have to do is twist the tail off the little fish gel cap and squeeze into the cat's food and he eats his food up enthusiastically.  The fish caps seem to be doing wonders for both animals.  A great product by a company (Animal Essentials) that I'm really becoming a fan of.  A great idea that works.;0
116162;Tommy the Cat does not want to eat them. So I have to camouflage it with other treats so that he does begrudgingly eat it.I am not sure if the Daily Best are doing anything, but they sure do smell powerful! Yes it has a powerfully strong icky smell for such tiny bits. This is powerful for my nose, now imagine a cat's sensitive nose??I bought a few of these bags with high hopes based on the reviews and the dissatisfaction and regret happens to us all at one time or the other doesn't it?It just goes to show how individual and unique each cat is!So, now I am just slowly going through the bags (not daily because Tommy the Cat will catch on and decide not to eat anything that seems to be camoflaged in goodies).Sadly I am not likely to purchase these again and they were not cheap.;0
114123;I bought this for my 75lb lab, and ended up returning it because it was so heavy. It really is for the largest dogs out there, my poor guy didn't want to drag it around with him. It seemed very durable and like it wouldn't break, but it was way too heavy.;0
54156;This is the second time I have bought this same harness (not because it wore out but because my dog lost weight).  My dog has very sensitive skin and other ones would rub him raw around his chest and armpit area where his hair is a lot shorter.  This one with the fleece lining works great for him.  And the color is nice.  I would say it is a little closer to a bright orange coral color than true orange.;0
81984;We got this for our two guinea pigs to give them more room than the cage we already had. We have had this for about a month and love it. They seemed unsure about the ramp but I put one guinea pig on one side and the other on the other side. When one of them came across to find his friend he realized how much fun it was going over the ramp and kept running back and forth over it. Now they run all over the cage and love all the room they have.For the most part they only pee in the room with the bedding but occasionally they do pee in the corner of the other room but not often. Overall I am very happy with my purchase and so are my cavies! By the way the plus has the ramp cover, divider wall and the top along with the cage and bottom.;0
157523;Adams Flea and Tick Spot On for large dogs has work well for us since we switched from the vet's repellant of choice: Frontline.We have 3 dogs, all in the 50-80 lbs. range.  As you can imagine, price is a factor for anything that we buy for our dogs.  However, we never wanted to change from our high-priced repellant because it worked and we knew, from experience, what it's like to live in a house with fleas!!Since we switched to Adams (about 4 months), there have been no flea sightings and the few ticks that we found on the dogs were dead.We're saving about 40% on the cost plus the convenience of having it shipped to our home is a big plus.Great product and great value.;0
80026;"These are thick, high-quality bully sticks - not the cheap, thin ones you find elsewhere. Those familiar with the product know they do have a bit of a smell. We stick with bully sticks for my two pugs because they last through three evenings of serious chewing before they get down to 2"" nubs that I throw away to prevent choking. The company, Best Bully Sticks, is excellent to work with and prompt.";0
141905;my dog just loves.  Thought I'd try this bacon flavor.  Gosh surprise surprise she loves them.  I now have tried all the flavors of Pet Botanics training rewards and have gotten doggie approval on all.I particularly like the size since I don't want anything huge in my pocket while walking but need to carry a bunch for training purposes.  These are perfect for that.I don't think you can go wrong with this product.;0
81040;This toy is very dangerous for kittens. My kitten was playing with this and was having fun, then a few minutes later I heard the kitten crying and howling in a panic. My husband and I ran to see what was going on. The kitten had her arm stuck in the toy, she had reached her arm all the way in to get the ball and could not get her arm out because it was pass her elbow, and the bend in her elbow couldn't get back out, she was stuck and in great pain.We could not get her arm out because the top part was already locked into place (something you do when you build it) so we could not slide it off, and meanwhile the kitten is crying in pain and now we are starting to panic, so my husband pulled the plastic top and just cracked the whole piece off to get her arm free. She limped around a little, but she is thankfully okay, no permanent damage. This was a really scary and upsetting for all of us.Maybe this would be okay for adult cats since they can't fit their whole arm in, but I'm never going to take that chance and use this toy again, I'm sending it back.;0
22944;"My little Pug Dog is in training as my service dog. I get around OK but often can't bend by the end of the day and some days I can barely get off of the sofa so her jobs are to pick things up for me or to collect and bring things to me. Kevin works hard and she plays hard. She has an acrylic addiction so her trainer said to ""keep her in new toys as much as possible"" and that she'd probably go though ""a lot of them"". So far the Kong Brand has held up best for us and this one came with spare squeakers too!";0
22381;got this to treat my dogs' pads from this really bad winter we are having. It doesn't smell, in fact when i opened it, I was on the floor and my girl dog ran over and started licking and eating it right away. Not really hard to use.  I don't know if it made their feet more slippery on the hard wood though. didn't really make a mess. I got this for conditioning of their feet from being outdoors. Not really to repel rocksalt like intended.;0
133731;There's a nice selection/variety of toys in here, so if you're not sure yet what your cat or kitten likes to play with the most, this grab bag is a good idea to help you find out.;0
73814;I have three cats, they all love catnip. This catnip mist spray did nothing for them. They were interested in the spray as I was putting it on something but after the item dried they showed little or no interest. They like the dried catnip much better. This didn't work for my house.;0
5881;my 55-gallon community tank is not planted, but not for lack of trying (insufficient led lighting). so i didn't buy this product to keep fighting that losing battle. the reason i picked this up is because the tank has been infested with hard-to-kill black beard algae. at first i tried a couple different types of algae eater fish to clean it up. they cleaned the tank up quite nicely, but they didn't touch the black stuff. then i started reading help forums, and it was mentioned that seachem flourish excel can reduce and even eliminate the dreaded black beard.i went to the local petsmart, and they wanted $18 for a bottle of this stuff. i thought, surely i can get it cheaper on amazon. so i checked it on my amazon mobile app, and it was $9.24 - almost half the price. i placed the order through amazon and had it two days later via prime.i have been adding it to my tank at about half the recommended dosage on the bottle, every other day. i figured if it didn't start to produce results i could up the dosage after a couple weeks. but within 5 days, the algae was starting to disappear! it's been about 3 weeks now, and almost all the black beard algae is gone. the fish also seem completely unaffected by this new chemical in their environment.will the seachem assist in plant growth? i would imagine so. but with the added benefit of controlling some nasty types of algae, this product is definitely worth keeping on hand from now on. maybe i can even give some new plants a shot...;0
9192;This tubing is easy to work with, and I really like the color and the flexibility of the tubing. Word.;0
16497;My cats loveDa Bird Cat Toy - Easy Store - 2 Part Pole, but there was an incident where one of my cats got the string wrapped around her leg.  She flew all over the house in a panic until she could finally be untangled.  They absolutely love Da Bird, so I wanted to get something similar that would be less likely to cause a repeat episode.  Unfortunately, they just aren't as enthralled by the Cat Dancer as they are with Da Bird.  I assume that it may have something to do with the way the feather on Da Bird bounces around like prey.  The Cat Dancer only keeps their attention for a few minutes before they get bored.  It's so inexpensive, and obviously lots of other reviews here attest to this toys' positive qualities, so I assume cats are more likely to enjoy this to than not.;0
102917;My maltipoo loves these dental chews so much he does a little dance for them when he sees them,yes i would recommend this product , sstewart;0
20199;The title says it all. If you don,t have one, you need to get one. Even Caesar Milan uses these.;0
24520;My pitbull ended up getting small spots of ringworm over her body and this shampoo worked to remedy the situation.Con:It does not lather very well and so you have to use a little more of it than you may intend.It required you to leave it on the dog for an extended period of time and they aren't supposed to lick it;0
136106;We got this after discovering that my standard poodle had bone cancer, to make it easier for him to get up on the bed where he liked to sleep.  Unfortunately, he didn't take to it: he seemed to find going up the incline intimidating.  He was not a well dog, however, so I don't blame this on the design of the piece.  As is so often the case with things I buy for pets, I have to remember that they may, or may not, accept it.  This was easy to assemble and quite sturdy: I am sorry that it didn't work for him.;0
16209;Bought this for our nipping pit puppy, it worked, however once he knew what it was for, it's hard to get close enough to spray it on him, he is fast. but I would recommend this!;0
144367;smell so good!!!!!;0
23605;For ten years, we used Nature's Miracle and a similar liquid product from Drs. Foster & Smith. Both worked well, but both were fairly expensive. Then I found Odormute. Same benefit, just much cheaper and more flexible.Here's how to use it with carpets in a house with dogs:IF YOU HAVE A CARPET CLEANING MACHINE:We have aHoover SteamVac, highly recommended if you have dogs and carpets! For a few years, I pretreated stains with Natures Miracle in a garden sprayer, then cleaned using regular or pet carpet detergent. This worked well, in that the carpets were clean and odor free the next day. Now I mix up six tablespoons of Odormute to a gallon of water for pretreatment (at 10% the cost of Natures Miracle), plus a teaspoon of Odormute in mixed with regular carpet detergent. This formula works well. Another hint: Use boiling water in the carpet cleaner.If your carpets are soaked with urine, use my pretreatment formula instead of detergent in the carpet cleaner. After deodorizing, clean the carpets again with detergent to remove stains. Yes, this is two cycles, but it works.NO CARPET CLEANER:Mix a teaspoon of Odormute in a cup of hot water. Spray this on the carpet area to be treated and rub in well. If the spot is still wet 30 minutes later, blot it up.The concentration I recommend is stronger than the instructions give, but according to the instructions, using a higher concentration just speeds the reaction without adverse effects.Five stars for a superior product that costs less than the competition. Well done!;0
106546;This is not for a dog who is a chewer.  In under 24 hours my dog destroyed it.  I put it out with him while I was sleeping today and he left it alone (probably because he was outside playing).  I put it back in the freezer and gave it to him again when I was going to a show. When i returned I discoved he'd destroyed the cover and punctured several of the water pockets.  I also bought one of the gel mats. That one doesn't cool anywhere near as much as this mat, but he doesn't try and tear it up.;0
71777;My cats like this food and it seems to be good for them.  They look and act very healthy.I am pleased.;0
129460;My daughter's two demonic cats love this toy.  It drives them to utter madness in terms of excitement and frisky-ness.  I would definitely buy another of these and as soon as the kitties destroy this first one.....I'm on it.Highly recommended to every discerning cat toy buyer!;0
117128;I love the look and function of this box.  It's sleek and takes up little space.  My cats don't make near the mess they tend to with other boxes and it fits in a small space.  I'll be getting more as I replace the other boxes in my home.;0
151254;"From a cat that urinated in the house and out of his litter box and his ""brother"" who took every chance to attack from behind to two cats that I can actually live with.  Is that a miracle?  Close enough.  It takes time patience, an appoinbtment with the vet (for the urinating problem), but I see small improvements every day.  I bought extra bottles of Feliway to put throughout the house and I really do see changes in their behaviour.  It gives me hope.";0
616;"Good for easy long throws.  My high drive Malinois needs the exercise.  I useChuckit! Medium Max Glow Ball 2.5-Inch, 1-Packwhich not only hold their glow in the dark, but are indestructible ""just right"" for holding and chewing.  Cool and funPlanet Dog Orbee-Tuff Whistle Ball Dog Toyworks too, but not for chewing.  The colored ""tennis"" balls are made of toxic materials (which is ingested) and the fur grinds down teeth.";0
94345;My cats were not like some of the other reviews, they didn't always want to stay in it but that's probably because my husband let them run free in our back yard way sooner than I would have liked and they felt confined. I think it would work wonderful if you start with it and then let cats out later. Our kittens were only 8 weeks when hubby let them run free, then I spent the next 5 months trying to train them not to jump the fence!;0
60262;Replacement filters are easy to install and seem made very well.  Not priced too bad.  Hold up well under use.;0
149901;These balls are really cute but they are pretty small. I have a boxer and I ended up giving them away to someone with smaller dogs. They are more like extra small size.;0
7848;This set gave me everything that I wanted in a canine toothbrush set. I liked having the multiple toothbrush options, in particular the 2 different heads on the long toothbrush. My dog is not the best about getting his teeth brushed, and this helped tremendously in offering some help for difficult brushers;0
155750;This is our young Maine Coon's favorite food. Okay, she likes snacks, and eats odd things like potato chips and green onion stalks. But when it comes to her primary diet, Hill's Ideal Balance Hairball Natural Chicken & Oats Recipe is her absolute favorite. For some reason, we've nicknamed them &#34,Peeblers&#34,. Believe it or not, she likes it more than canned food. I can't be more happy that we found a healthy food she enjoys, that helps keep the inevitable hairballs to a minimum. I know that this intended for adult cats, but don't tell her that!We have two older cats that like it, but not as much as she does. They'd rather have soft canned food, but won't turn their noses up if it is in the bowl. So as dry food goes, it gets high marks. The bag with a velcro closure is a nice touch as well. I just wish it wasn't quite so pricy.~ Kort;0
72962;As you probably know, since you are looking at this product, squeakers die in pet toys.  Prematurely probably, but the stuffing coming out is usually a concurrent event.  So getting these made me think life would be grand for the pet again. Wrong. There is nothing wrong with these squeakers, but what you are putting them in is mostly likely on it's way to the island of zombie rag toys (trash).  So here is a quick suggestion and my puppy seems to love it.  Take a pair of short tube socks, put three squeakers in one, twist once, then stuff it in on itself.  If you have ever folded socks you are right up to speed so far.  Then take that sock and put it into the other, and tie off the leg.  The squeakers are now 3-4 layers deep into tube socks.  That's more protection than any pet toy I know of.  Now get out those 12 colored Sharpies and draw a funny face on the sock.  Puppies can squeak and not puncture the squeakers.  Dogs don't chew tube socks very easily and tube socks are cheap by the dozen.;0
108022;I have Bulldogs.  I buy a lot of Kong toys.  I decided to try this woven stick since the rubber toys hurt when the dogs hit you with them :-), but it didn't last 20 minutes.  it has a lot of stitched joints and almost immediately, stuffing was evident.  Too bad, because they really did love the multiple holds and nubbins - but the design is flawed for tough dogs - there is no way that much stitching is going to hold up.;0
22193;This junk is horrible and it smells horrible too. If you use topical flea treatments like most of us do then stay away from this shampoo. It must strip the flea medicine from the dog 's skin the opposite of their claims. Instead I have a flea infested dog: he must have over 200 fleas. My baby has never suffered like this before and hopefully never again. I am through with this product!;0
43348;We bought this for our new baby Morkie to stay in. He is now 9 months old and goes to bed in it every night. He has room for his little bed and two pee pad just in case! Doesn't take up much room in the living room and is so much better than having your pet be stuck in a kennel all the time.;0
84540;My female Ragdoll has a hot spot on her neck.  She scratches  it.  When she was little she has same  type of hot spot, after all the vet costs and meds it finally went away for 6 years.  Now it is back and I thought her collar was rubbing it raw, but she apparently Has an  allergy to something in my home, now to find out what!  This seems to work and hopefully it will clear up again.;0
51999;Holds water.  Parts rusting after cleaning in dishwasher.  Would be more convenient if bowl could be removed (for cleaning) without having to unscrew whole bowl from crate.;0
145038;This is a great product. The cats went right to it. So far it has been one of their favorite treats.;0
132914;It was a great product however but was too big, so we reordered a smaller size. It seems like it will be durable for our dog on the boat.;0
38082;I love Nylabone products because they are one of the only ones that don't get destroyed by my male Golden of just over a year..He loves this, but the rope went the first day..I purchased more rope at the hardware store, but that didn't last either..so it's just the football now:)...He likes it, but he loves chewing on the rope...I still like the product, but I wish the rope was sturdier..;0
138550;"It took a little while to get this purple harness but it was worth waiting for. The color is perfect for my mini dachshund ""Violet"" and she is very proud when she wears it. Would never walk a dog with a collar.  This is much more humane. This harness is well made and easy to put on.";0
61298;My golden retriever was able to eat the everlasting treat fairly quickly. I have not bought any more replacements as he is very good at getting them out.I have however, found another excellent use for this. I put my dog's kibble inside and use it as a treat/food dispensing toy. He knows how to use other food dispensing toys and this is no different. He'll push it around with his nose and the food comes out. It take longer for him than our puppy that has smaller sized kibble that come out faster.So, those that say their dog loses interest in this toy once the everlasting treat is gone-- give the toy new life and make your dog use his brain!;0
136943;These cards are very durable and handy.  You can carry a few in your service dog vest and wallet for quick access and not worry about them being all ragged and worn.  I'm sure I'll buy again because there are far too many merchants and people in the general populace,  saying and asking things that are illegal and/or just rude.  I sometimes get impaient and give people a tongue lashing, but these are far more approriate to educate and inform folks.  See you soon!;0
70528;This is a quality bag of food for the price. It smells like salmon. On one hand, that makes it appear to be higher quality. On the other hand, your dog's breath may smell like salmon.;0
32545;Another treat that Max loves! When I get out the Bil-Jac pouch he starts salivating, so I guess that rates 5 woofy stars.;0
68204;My siberian husky likes these, of course he will eat anything as well. I can tell by how he acts that he doesn't love them but will eat them just the same. They have pretty much no smell and if you try to break them into pieces be careful because they are apt to crumble. Not a bad treat though especially if your dog has a sensitive stomach to treats.;0
14250;Great crate.  Easy to set up and take down and very secure.  I have yet to have my dog escape.  It's not near as heavy as my older wire crate is and its much easier to take places and set up.;0
88489;My dogs love this and I am very pleased with this product.  I will continue to purchase it because I give them IAMS dry food along with some of this for their daily dinner.  Thanks.;0
36754;I had bought this way back. It is much better than any other container I have seen, keeps the food completely fresh and locked in. My only regret is not buying the 50lb one so I can be even lazier in re-ordering cat food.;0
73322;Calming is a needed product for both you & your overly hypertensive pup only.For your fur pal, it's so easy to feel a flight & fleet response,if the pup doesn't feel safe, or some outside influence has him, or her literally freaking out, & acts they're fear out, by trying to comfort themselves, by excessive chewing, or other destructive behavior as they're humans can't understand it.Calming helps.But it's meant to calm the nervous system, not knock your poor pooch out.So please, take care when using Calming to comfort them.Suggestion: Use varying  portions at a time, I recommend no more then two little halves, of the small bones, for stress preventive doses.Given only, as occasional treats, two times a day, for real stress filled days, or only one half as needed.Your the one who should learn, when to give as much as required, to your pups needs.Again, sparing is the key with any preventive.You want a well adjusted pup, then give them lots of love, patients, treats, & plenty of chewing toys, to prevent destructive behaviors, make it fun for your pet. & he, & she, will learn over time, not to chew your things, or fear an ant crossing the street.Remember they are more acute to sounds, we can't fathom or hear, so take this to heart, before shouting at your pal, for making a toy out of your favorite pump, or worse.Sometimes redirection can even help. Like a new, sweat sock, tied with a knot, to assist with bitable grip, for a smaller dog. Tell your pal, this is your sock, let's have some fun!Your dog will love you for giving him, or her the love & attention. & the more they chew on things you make clear, are theirs they will want to leave your socks, & other stuff alone.When giving dental chews, tell your fur buddy, to chew them good, & concentrate on praising your fur pal more often, for completing a small task, you expected of them, so that they know they did good.Positivity, stay positive! That's key, less scolding, & just don't blame your pet for everything.You need to rationalize, how would you feel if you couldn't get through to anyone, what would you do, to tell your pup you wanted something, water, food, toy?Sounds silly? Maybe but not to your fur pal...Just give them love & don't forget to take personal time for them as well.Pup's need lot's of guidance & care. So just put yourself in their paws so to speak.& only Use Calming with a lot of thoughtful consideration for your fur pal, other wise you might end up with an unhealthy result. Always check instructions, & ask a Vet if this is the right comfort aid, your particular pets needs. & Good luck. -BB;0
68288;Love the telescoping feature, just wish it was a little smaller when totally closed but it is everything we expected.;0
56909;My pug loves these - so much easier than trying to hide her twice daily pill in cheese, etc.  I don't use the whole pocket, I just tear off a section (her pill is small) so one lasts for 3-4 days.  The bag keeps them moist. She seems to prefer this scent / flavor over some of the other choices.;0
153633;Soo easy to clean, The bristles aren't so hard that my dog sees it and runs. It's also large enough that I don't have to spend hours brushing tiny sections.;0
144325;I like the lavender scent. Bags are economically priced. Good quality in general although I did have one tear when I opened it.;0
148708;The colormax bulb has a few red LED's to enhance color.  I like to mix the colormax with the Day LED bulbs in my fixture.These are quite bright, and I love that you can put up to three in the aqueon fixture.  I am also very impressed with the fixture, but bought my fixture elsewhere besides amazon as amazon didn't have a great price at the time for the fixture.  The bulbs were priced the best on amazon though!;0
30499;My cats seemed to be amused to work for their food. One cat would roll the ball with her paws and nose, and the other would walk behind her and eat up whatever fell out -- teamwork! I knew they'd dig this ball because I had already made something similar out of a plastic water bottle before that they liked a lot.A few weeks after getting this, though, the ball was never to be found again. I think it may have rolled down into the dark basement at some point and became one with the clutter.+1 for the adjustable hole sizes. -1 for the mess that happens when trying to put the food in by hand (although this could be solved with a funnel).;0
57721;Kongs rule in our house. We fill them with peanut butter mixed with crunched up biscuits for hours of fun for our dogs;0
