doc_id,category,target,text,original_categories,word_count
test/15450,Markets,2,"FINANCE MINISTERS AGREE ON NEED FOR STABILITY
  Finance ministers from seven major
  industrialized nations agreed on the need to stabilize
  currencies at current levels but said more action was needed to
  reduce trade imbalances and sustain economic growth.
      In a communique issued after a four-hour meeting at the
  U.S. Treasury that ended last night, the ministers said the
  value of the dollar and other currencies was basically correct
  now, and they welcomed new measures planned by the Japanese to
  boost their economy.
      West German Finance Minister Gerhard Stoltenberg called it
  a ""good meeting"" and in brief remarks exchanged with reporters
  other ministers seemed pleased with its outcome.
      Shortly after the communique was issued and just as foreign
  exchange trading opened in Tokyo, the Bank of Japan intervened
  again to prevent the yen rising too quickly.
      The communique said, ""The ministers and governors reaffirmed
  the commitment to the cooperative approach agreed at the recent
  Paris meeting. They agreed, however, that further actions will
  be essential to resist rising protectionist pressures, sustain
  global economic expansion and reduce trade imbalances.""
      It welcomed the plans set this week by the Japan's ruling
  Liberal Democratic Party to stimulate its economy with what the
  communique termed ""extraordinary and urgent measures"" including
  an ""unprecedented front-end loading of public works
  expenditures.""
      The meeting of the so-called Group of Seven brought
  together ministers and central bank governors of the seven
  major industrial democracies, the United States, Japan, West
  Germany, France, Britain, Italy and Canada.
      The communique said the ministers reaffirmed the commitment
  on cooperation reached in a meeting on February 22 in Paris
  when they had agreed to stabilize foreign exchange rates at the
  then-current levels.
      In the weeks that followed, the dollar continued to fall
  against the Japanese yen despite massive dollar purchases by
  the Bank of Japan and other central banks and is now trading at
  around postwar lows.
      Japan has come under growing criticism from both the United
  States and European countries for its only modest efforts to
  open its markets to outside competition and to reduce its
  exports.
      The communique said Japan affirmed its intention to open
  domestic markets to foreign goods and services but did not
  elaborate.
      It said the officials ""reaffirmed the view that around
  current levels their currencies are within ranges broadly
  consistent with economic fundamentals and the basic policy
  intentions outlined at the Louvre meeting.""
  

",money-fx,394
training/11076,Economics,1,"U.S. TRADE OFFICIAL SAYS JAPAN ACTION FOOLISH
  A high level U.S. trade official
  said it would be foolish for Japan to strike back against the
  United States for its sanctions on Japanese semiconductor
  electronics products.
      Asked by reporters if Japan was expected to retaliate
  against U.S. exports, Deputy Under Secretary of Commerce Bruce
  Smart replied, ""That would be the height of foolishness.""
      In addition, he doubted Japan could show enough progress in
  meeting the conditions of the agreement to avoid the actual
  imposition of the 300 mln dlrs in tariffs on April 17.
      Japan's 58.6 billion dlr trade surplus with the United
  States last year has come under fire in Congress concerned
  about the loss of jobs to foreign competition and with the
  record 169 billion dlrs U.S. trade deficit in 1986.
      President Reagan's sanctions decision won praise today from
  the two Democratic leaders of Congress.
      ""I think it's about time,"" Senate Democratic Leader Robert
  Byrd of West Virginia told reporters. House Speaker Jim Wright
  of Texas told reporters before the opening of the House
  session, ""It just shows we were right all along when we said
  something needs doing.""
      Smart testified before a Senate Labor Committee hearing
  that last Friday's U.S. trade action would help U.S.
  negotiations on access to Japan for U.S. auto parts.
      Since last August Smart has been leading talks to open up
  Japan to purchases of more U.S.-made automotive parts. Last
  year, Japan racked up a 3.6 billion dlr trade surplus with the
  United States in these products.
      Both countries expect to conclude the talks by August 1987.
      ""It's amazing to me that the Japanese were surprised. I
  hope it will persuade them we're serious,"" Smart said of the
  White House trade sanctions.
      The United States has tried to convince Japanese car
  companies of the quality of American-made parts and to draw
  them away from their traditional Japanese suppliers.
      ""All we ask is a chance. We have a job to do persuading them
  we can do better than our reputation seems to be,"" he said.
      Measured per car, each American-made car contained about
  700 dlrs in Japanese auto parts while each Japanese-made car
  contained about 26 dlrs in U.S. auto parts, Smart said.
  

",trade,368
test/15707,Corporate_Industrial,0,"UNIVERSAL FOODS CORP &lt;UFC> VOTES DIVIDEND
  Qtly div 20 cts vs 20 cts prior qtr
      Pay 6 May
      Record 21 April
  

",earn,21
test/19653,Economics,1,"EC ANNUAL INFLATION FALLS IN MAY
  The European Community's annual
  inflation rate fell marginally to 3.2 pct in May from 3.3 pct
  in April, the EC's statistics office Eurostat said.
      Prices in the 12-nation bloc rose 0.2 pct in May after 0.6
  pct in April. But the annual rate stayed below that of the U.S.
  For the second month in succession, following the release of
  figures showing U.S. Inflation of 3.8 pct in both April and
  May.
      However, Eurostat said the EC was still beaten by Japan,
  where prices were provisionally 0.1 pct lower in May than a
  year earlier.
  

",cpi,100
test/20462,Markets,2,"U.S. TAKES TOUGH STAND ON GATT FARM ISSUES
  The United States is prepared to ""pull out
  all the stops"" to defend its agricultural trade rights under the
  General Agreement on Tariffs and Trade (GATT), U.S. Ambassador
  to GATT Michael Samuels said.
      Those rights are now being challenged by the European
  Community's (EC) agricultural support policies, he told a
  conference sponsored by the American Soybean Association.
      He reiterated Washington's firm intention to retaliate if
  the EC goes ahead and bans imports of hormone-fed beef without
  the issue being investigated by a GATT special committee.
      The U.S. claims the EC directive, due to come into effect
  on January 1, threatens to cut 100 mln dlrs worth of U.S. meat
  shipments into the EC.
      The U.S. also will oppose all EC efforts to impair U.S.
  trade via the EC oilseeds regime, which supports EC oilseed
  prices over the current market level and which may be extended
  to include a hotly disputed oils and fats tax, Samuels said.
      Reduction of trade-distorting world agricultural subsidies,
  an aim of most key participants in GATT multilateral trade
  negotiations, ""is meaningless if import barriers continue to be
  erected,"" Samuels said.
      Samuels called the U.S. plan to eliminate world farm
  subsidies by the year 2000, proposed at GATT in July, ""visionary""
  and ""very serious.""  The EC and Japan have said it is
  unrealistic.
      The EC Commission this month announced its draft proposal
  on farm trade reform, expected to be tabled at GATT formally
  next week.
      The EC scheme involves emergency measures to reduce
  tensions in troubled surplus sectors of cereals and cereals
  substitutes, dairy and sugar. It also calls for reduction of
  farm subsidies.
      The U.S. Is not opposed to short-term measures, as long as
  they are directly linked to long-term commitments to end major
  trade distortions, Samuels said.
      Washington will review the EC proposal when it is formally
  submitted and respond to it officially then.
      ""We will consider its relation to the Punta del Este
  declaration to correct trade problems and expand market access,""
  the U.S. Ambassador said.
      The U.S. can say no to the EC proposal if the EC ignores
  the U.S. plan when it tables its own proposal, he added.
      The key difference between the two approaches is that the
  U.S. wants farm subsidies eliminated, while the EC is pushing
  only for a reduction in farm suppports, Samuels said.
      If the EC farm budget were protected by a subsidy freeze,
  there would be little incentive for the Community to work to
  correct the international trade situation, he added.
      Samuels cited the animal hormones complaint, the EC
  oilseeds regime and an EC regulation concerning meat imports to
  third countries as three crucial barriers to trade which the
  U.S. wants to see resolved under the auspices of GATT.
  

","carcass,livestock,sugar,trade",460
test/16219,Corporate_Industrial,0,"COMPACT VIDEO INC &lt;CVSI.O> YEAR LOSS
  Shr loss 67 cts vs loss two cts
      Net loss 3,721,000 vs loss 107,000
      Revs 155.7 mln vs 24.2 mln
      NOTE: Results for 12 months ended Dec 31, 1986, and eight
  months ended Dec 31 1985. Because of the acquisition of Brooks
  Drug in September 1986 and the company's change of fiscal year,
  prior-year results are not comparable, Compact Video explained.
  

",earn,67
test/15464,Corporate_Industrial,0,"STEP-SAVER &lt;CODA> SAYS WARRANT EXERCISED
  Step-Saver Data Systems Inc
  said Bergen-Richards Corp has exercised a warrant to buy
  450,000 Step-Saver shares at two dlrs each.
      It said warrants issued to the underwriter in its initial
  public offering were exercised in March for an aggregate of
  169,200 dlrs.
  

",acq,47
test/15864,Markets,2,"WHEAT BY CLASS BREAKDOWN
  The U.S. Agriculture Department gave
  the 1986/87 breakdown of supply and distribution for wheats by
  classes, in mln bushels, with comparisons, as follows.
      HARD WINTER --
                  1986/87           1985/86
             04/09/87 03/09/87  04/09/87 03/09/87
   Start Stocks 1,009   1,009      717     717
   Production   1,018   1,018    1,230   1,230
   Ttl Supply-X 2,027   2,027    1,947   1,947
   Domestic Use   599     579      543     543
   Exports        450     475      395     395
   Total Use    1,049   1,054      938     938
   End Stocks     978     973    1,009   1,009
   Note - Season begins June 1. X-Includes imports
      HARD SPRING --
                  1986/87           1985/86
             04/09/87 03/09/87  04/09/87 03/09/87
   Start Stocks   498     498      371     371
   Production     451     451      460     460
   Ttl Supply-X   956     956      838     838
   Domestic Use   218     192      174     174
   Exports        200     190      166     166
   Total Use      418     382      340     340
   End Stocks     538     574      498     498
   Note - Season begins June 1. X-Includes imports.
      SOFT RED --
                 1986/87           1985/86
            04/09/87 03/09/87  04/09/87 03/09/87
   Start Stocks   79     79       64     64
   Production    290    290      368    368
   Ttl Supply-X  369    369      432    432
   Domestic Use  181    193      204    204
   Exports       120    120      149    149
   Total Use     301    313      353    353
   End Stocks     68     56       79     79
   Note - Season begins June 1. X-Includes imports
      WHITE --
                 1986/87           1985/86
            04/09/87 03/09/87  04/09/87 03/09/87
   Start Stocks  198    198      173    173
   Production    232    232      254    254
   Ttl Supply-X  433    433      430    430
   Domestic Use   82     83       80     80
   Exports       170    160      152    152
   Total Use     252    243      232    232
   End Stocks    181    190      198    198
   Note - Season begins June 1. X-Includes imports.
      DURUM --
                  1986/87            1985/86
             04/09/87 03/09/87  04/09/87 03/09/87
   Start Stocks   121    121      100    100
   Production      95     95      113    113
   Ttl Supply-X   221    221      218    218
   Domestic Use    54     58       44     44
   Exports         85     80       53     53
   Total Use      139    138       97     97
   End Stocks      82     83      121    121
   Note - Season begins June 1. X-Includes Imports.
  

","grain,wheat",310
test/16120,Economics,1,"UAE CENTRAL BANK CD YIELDS RISE
  Yields on certificates of deposit
  (CD) offered by the United Arab Emirates Central Bank were
  higher than last Monday's offering, the bank said.
      The one-month CD rose 1/4 point to 6-3/8 pct, while the
  two, three and six-month maturities rose 5/16 point each to
  6-7/16, 6-1/2 and 6-5/8 pct respectively.
  

",interest,56
test/21368,Economics,1,"SOVIETS OUTLINE 1988 ECONOMIC TARGETS
  The Soviet Union outlined its economic
  targets for 1988 on Monday, stressing the need to improve
  standards in the country's sluggish engineering industry.
      Planning chief Nikolai Talyzin told the Supreme Soviet
  industrial output should rise by 4.5 pct in 1988, up from a
  planned 4.4 pct in 1987. It rose 3.6 pct in Jan-Sept 1987.
      Talyzin said national income, the nearest Soviet equivalent
  to gross national product, should rise by 4.3 pct against a
  planned 4.1 pct this year. Gross national product measures the
  output of a country's goods and services.
      He said the Kremlin planned to produce 235 mln tonnes of
  grain in 1988 versus a planned 232 mln this year. Moscow
  produced 210 mln tonnes in 1986.
      Kremlin leader Mikhail Gorbachev has described
  machine-builing as a sector whose rapid modernization is
  essential if the Soviet Union is to compete effectively on
  world markets.
      ""Certain difficulties have arisen this year in the
  machine-building industry. The economy is not receiving a
  considerable amount of the equipment that it requires,"" said
  Talyzin, who heads the state planning committee GOSPLAN.
      Soviet data show the machine-building industry, which makes
  machine tools, instruments and other engineering goods,
  increased output by 3.3 pct in the first nine months of 1987
  compared with the same period last year.
      However, this was far below the 7.3 pct increase planned
  for the industry for the whole of 1988.
      Talyzin said the ruling Politburo had concluded at a recent
  meeting that an improvement in economic performance depended to
  a large extent on conserving resources better. ""Large-scale
  measures are planned to save resources,"" he said.
      Finance Minister Boris Gostev told the Supreme Soviet that
  defense spending in 1988 would total 32 billion dlrs, the same
  figure as was announced last year.
      Western governments view official Soviet estimates for
  defense spending as highly understated, but say the real figure
  is hard to calculate because Soviet military industries are
  intertwined with the civilian economy.
      Talyzin said the Kremlin also decided to increase spending
  next year on medical services, education, pensions and social
  insurance schemes.
  

","gnp,grain,ipi",347
test/16918,Corporate_Industrial,0,"KIMBARK OIL AND GAS CO &lt;KIMB.O> 1986 YEAR LOSS
  shr loss 57 cts vs loss 2.88 dlrs
      net loss 3,442,000 vs loss 13,750,000
  

",earn,23
test/16604,Markets,2,"HOMESTAKE MULLS BUYING ORE RESERVES
  Homestake Mining Co is considering
  acquiring more gold ore reserves in addition to the company's
  exploration efforts, chief executive Harry Conger told Reuters
  in an interview.
      Conger said, ""the move to consider acquisitions represents
  a change in the company's acquistions policy.""
      Conger said all of Homestake's current cash position of 120
  mln dlrs would be available to acquire reserves. In addition,
  Homestake has two lines of credit totaling 150 mln dlrs which
  have not been drawn on and could be used to finance an
  acquisition, he said.
      Conger said he anticipates 1987 exploration budget will be
  about the same as 1986 spending of 27.3 mln dlrs.
      Conger said exploration for precious metals may be slightly
  higher than last year's spending of 17.7 mln dlrs while oil and
  gas exploration spending will be slightly less than last year's
  9.6 pct.
      Conger said he sees Homestake's 1987 gold production about
  the same as 1986 gold production of 669,594 ounces.
      However, 1987 first quarter production from its McLaughlin
  reserve will be about 10 pct lower than last year's 45,400
  ounces due to start-up production problems.
      He said he believes gold prices will hold above the 400
  U.S. dlr an ounce level for the rest of 1987.
  

",gold,208
training/10521,Markets,2,"NOBLE AFFILIATES &lt;NBL> FINDS NATURAL GAS
  Noble Affiliates Inc said it
  found natural gas on Ship Shoal 80, located about 10 miles
  offshore Louisiana in the Gulf of Mexico.
      The discovery well, Samedan Oil Corp's OCS-G 5537 Well
  Number One, was drilled in 25 feet of water to a total depth of
  7,500 feet and found 38 feet of net gas pay in a 48-foot gross
  sand interval, the company said.
      The well tested gas at a rate of 6.2 mln cubic feet a day
  through a 26/64-inch choke with 1,548 pounds flowing tubing
  pressure. Gas sales should begin in the first quarter of 1988,
  it said.
      Samedan, a Noble unit, is operator and owns a 60 pct
  working interest in the well. Other owners are a New England
  Electric System &lt;NES> unit, with a 25 pct stake, and
  Southwestern Energy Production Co, with 15 pct.
  

",nat-gas,146
training/12571,Economics,1,"NORTH CAROLINA FEDERAL &lt;NCFS> RAISES PRIME RATE
  North Carolina Federal Savings
  and Loan Association said it has raised its prime rate to 7-3/4
  pct from 7-1/2 pct, effective yesterday, following moves by
  major banks.
  

",interest,34
test/16833,Corporate_Industrial,0,"AMOCO &lt;AN> MAY BUY DOME &lt;DMP>, REPORT SAYS
  Amoco Corp is apparently the successful
  bidder for debt-laden Dome Petroleum Ltd, according to a
  published report.
      The Toronto Globe and Mail, quoting sources close to the
  negotiations, today said Dome broke off talks last night with
  TransCanada PipeLines Ltd, which last week announced a 4.3
  billion Canadian dlr offer for all of Dome's assets.
      No financial details about the Amoco offer were available
  and a Dome spokesman would neither confirm nor deny that Amoco
  had emerged the winner, the newspaper said.
      However, the Dome spokesman indicated that the sale of Dome
  could be finalized and announced this weekend, the Globe and
  Mail said.
      Representatives of Amoco were not immediately available for
  comment.
      Last Sunday, when TransCanada announced its offer, Dome
  said it was also in talks with two other companies, but refused
  to identify them.
      Since then, market speculation has centered on Amoco and
  Exxon Corp's &lt;XON> 70 pct-owned Imperial Oil Ltd subsidiary in
  Canada.
      British Petroleum PLC &lt;BP> and Royal Dutch/Shell Group &lt;RD>
  have also been mentioned as possible suitors for Dome.
      In the past two days, Dome management has been pressured by
  the federal government to select the offer from TransCanada,
  the only Canadian company in the bidding.
      Prime Minister Brian Mulroney's government appears to want
  to avoid a Dome sale to a foreign company since the government
  gave Dome hundreds of millions of dollars in tax breaks to
  encourage oil and gas exploration in the Arctic, analysts and
  officials have said.
      A purchase by TransCanada would be least likely to run
  afoul of Canadian antitrust laws, however, TransCanada is
  asking for tax concessions from a federal government that is
  trying to hold its deficit below 30 billion Canadian dlrs,
  analysts have said.
      A takeover by Amoco or Imperial would also give a foreign
  oil company a dominant position in Canada's oil industry.
      Imperial Oil is already Canada's largest energy company,
  with 1986 revenues of 7.1 billion Canadian dlrs. Chicago-based
  Amoco had 1986 revenues of 20.23 billion U.S. dlrs. Its Amoco
  Canada Petroleum subsidiary is 100 pct owned by Amoco Corp.
  

",acq,352
test/16398,Corporate_Industrial,0,"GAF &lt;GAF> STUDYING BORG-WARNER &lt;BOR> PLAN
  GAF Corp is studying an agreement
  under which Merrill Lynch Capital Partners will take
  Borg-Warner Corp private in a 4.23 billion dlr transaction, a
  GAF spokesman said.
      The spokesman had no further comment.
      Analysts said there was speculation GAF would make a new
  offer for the Chicago-based plastics and automobile parts
  company. Borg-Warner's stock rose 7/8 to 49-1/4, above the
  Merrill Lynch 48.50 dlrs per share tender offer price.
      Merrill Lynch Capital Partners, a unit of Merrill Lynch and
  Co, is tendering for 89 pct of Borg-Warner and offering a
  package of cash and securities for the balance of the shares.
      GAF had offered 46 dlrs per share previously. It holds 19.9
  pct of Borg-Warner's stock.
  

",acq,122
test/18621,Markets,2,"OPEC DIFFERENTIALS NOT SEEN POSING MAJOR PROBLEMS
  Some OPEC states are unhappy about the
  prices assigned to their crude oil but this should not pose
  great problems when the group reviews its six-month-old price
  and output pact in Vienna next week, oil analysts say.
      They said Nigeria, which holds the OPEC conference
  presidency, and Qatar probably have the biggest grievances
  about price differentials making some of their crudes
  uncompetitive.
      There has also been speculation by Japanese traders that
  OPEC might want to mark up prices of high-sulphur heavy crudes,
  to correspond with greater demand and higher fuel oil prices.
      But most experts agree that a major overhaul of price
  differentials is unlikely, so as to avoid giving the market
  signals of a dent in OPEC's new unity.
      ""All OPEC members can make a good case for changing
  differentials,"" said one analyst with a major oil company. ""But
  at the end of the day, the attitude is going to be ""leave well
  alone' and little or nothing is likely to be altered.""
      Iran, Libya and Saudi Arabia are among those who also saw
  sales problems earlier this year, traders say. But diminished
  customer resistance to fixed prices and, in some cases,
  marketing incentives have helped their sales.
      Some producers can sell uncompetitively priced crudes by
  means of discounts, processing deals or selling them alongside
  better priced grades in a ""package.""
      Many OPEC crudes are seen to be reasonably priced, at least
  for some part of the year. But many experts say OPEC should
  change prices quarterly or monthly to match seasonal demand for
  fuel oil-rich heavy crudes and gasoline-rich lighter grades. At
  its last meeting in December, OPEC agreed to reintroduce fixed
  prices from February 1 around an 18 dlr per barrel reference
  point. Official prices had been effectively dropped in 1985
  when members offered discounts to attract customers.
      OPEC also decided to limit first-half 1987 output to 15.8
  mln bpd and proposed ceilings of 16.6 mln for the third quarter
  and 18.3 mln for the fourth. Analysts expect it will now extend
  or raise slightly the current ceiling for the coming months.
      Spot market and netback values for some crudes do not
  mirror official prices, but OPEC will probably keep the 18 dlr
  target and at most make minimal changes to differentials,
  analysts say.
      The 18 dlr figure is based on a basket of six OPEC and one
  non-OPEC crudes. OPEC assigned prices to its other key export
  crudes, with a 2.65 dlr gap between the heaviest and lightest.
  Extra heavy crudes were among those left out.
      Industry estimates vary on the proportion of OPEC oil
  exports actually sold at official prices. Several experts say
  only one-quarter to one-third of the total in fact sells at
  official prices, with some of the rest included in processing
  or barter deals or sold in the form of refined products.
      Problems with the new structure appeared earlier this year,
  when some producers' output fell due to customer reluctance to
  pay the new prices.
     Nigeria especially found its gasoline-rich Bonny Light crude
  -- now OPEC's highest priced grade at 18.92 dlrs a barrel --
  was uncompetitive on the spot market against Britain's Brent.
      In February and March, Nigeria's production shrank below
  its 1.238 mln bpd OPEC quota. Spot prices have since revived,
  due partly to seasonal demand for gasoline, and its output has
  risen.
      Some experts feel Bonny Light is still overvalued and say
  its price should be cut by between 50 cts to one dlr a barrel.
      But Mehdi Varzi, chief oil analyst with London's Kleinwort
  Grieveson Securities, doubts Nigeria will actively push the
  differentials question in Vienna.
      ""It would not look good for OPEC unity if Nigeria, which
  holds the presidency, raised the issue,"" he said.
  

",crude,624
training/13007,Economics,1,"COLOMBIAN INFLATION STABLE AT AROUND 20 PCT
  Colombia's cost of living index rose 2.71
  pct in March, after a 2.03 pct increase in February and a 2.21
  pct rise in March 1986, the government statistics institute
  said.
      The result brought year-on-year inflation to 20.36 pct
  compared with 22.65 pct at end-March 1986 and 19.77 pct for the
  year ending February 1987.
      The government has predicted that inflation this year would
  be slightly lower than in 1986 when it reached 20.9 pct.
  

",cpi,81
training/11420,Economics,1,"TREASURY'S BAKER SEES 15-20 BILLION DLR U.S. TRADE DEFICIT REDUCTION THIS YEAR

  TREASURY'S BAKER SEES 15-20 BILLION DLR U.S. TRADE DEFICIT REDUCTION THIS YEAR
  

",trade,24
test/16213,Markets,2,"ZAMBIA'S KWACHA FALLS AT WEEKLY AUCTION
  The Zambian kwacha fell at this week's
  foreign exchange auction to 18.75 kwacha to the dollar from
  last week's 16.95, the Bank of Zambia said.
      The rate was the lowest since the auctions resumed two
  weeks ago under a new two-tier exchange rate system worked out
  with the World Bank and International Monetary Fund.
      The Bank of Zambia said it received 370 bids, ranging from
  13.00 to 20.75 kwacha, for the six mln dlrs on offer. One
  hundred and thirty-five bids were successful.
      A British High Commission spokesman said Britain would put
  eight mln stg into the auction at a rate of one mln a week as
  soon as Zambia reached a full agreement with the IMF.
      The money could be spent only on goods produced and
  supplied by British firms, excluding luxuries and defence
  equipment, the spokesman added.
  

",money-fx,145
test/14995,Corporate_Industrial,0,"AMERTEK INC &lt;ATEKF> 1ST QTR NET
  Shr profit 20 cts vs loss three cts
      Net profit 849,299 vs loss 82,512
      Revs 7,929,138 vs 3,849,224
  

",earn,24
training/10075,Markets,2,"FED'S HELLER SAYS DOLLAR'S CURRENT LEVEL IS APPROPRIATE

  FED'S HELLER SAYS DOLLAR'S CURRENT LEVEL IS APPROPRIATE
  

","dlr,money-fx",16
test/20409,Economics,1,"DONALD REGAN SAYS U.S. SHOULD EASE CREDIT SUPPLY
  Donald Regan, President Reagan's
  former chief of staff, said the government should loosen the
  money supply, try to keep interest rates down and try to reduce
  the federal budget and trade deficits to avoid a recession.
      ""I think what we have to face now is trying to preserve our
  economy,"" the one-time chairman of Merrill Lynch and Co Inc
  &lt;MER> said in an interview on the ABC television network.
      ""We've got to loosen money, we've got to keep interest rates
  down. We can't afford to let them go up. That means we're going
  to have to work on our twin deficits, both the budget deficit
  and the trade deficit,"" Regan said.
       ""I certainly wouldn't tighten money at this particular
  moment,"" Regan said when asked about the prospects for a
  recession following Monday's price drop on Wall Street.
      ""I think that if they were to do that, they'd create the
  same conditions that we did in '29...They choked off the money
  supply and what happened? We went into a major recession. I
  think that's the one thing we've got to avoid right now.""
      Regan also called on the government to impose restrictions
  on program trading. ""I think that that's exacerbated,
  exaggerated this decline, and I think it's something that they
  must stop,"" he said.
  

",interest,221
training/1427,Economics,1,"GM'S &lt;GM> PONTIAC HAS INTEREST RATE INCENTIVES
  General Motors Corp said its
  Pontiac Division has established an interest rate support
  incentive program, effective immediately, as an alternative to
  its current option bonus program.
      The company said qualified buyers of Pontiacs may now
  select special finance rates of 3.9 pct on 24-month contracts,
  7.9 pct on 36-month contracts, 8.9 pct on 48-mopnth contracts
  or 9.9 pct on 60-month contracts.  The program is scheduled to
  expire April 30.
      Under the option bonus program, which is also scheduled to
  expire April 30, buyers receive cash bonuses on the purchase of
  Pontiacs equipped with option group packages, with the amount
  depending on the option level on each vehicle.
      The company said the special interst rate program applies
  to ann new 1986 and 1987 Pontiacs sold from dealer stock and
  delivered to customers during the program period.  A customer
  may choose only one program, it said.
  

",interest,151
test/15033,Markets,2,"ZAMBIA DOES NOT PLAN RETAIL MAIZE PRICE HIKE
  The Zambian government has no immediate
  plans to follow last week's increase in the producer price of
  maize with a hike in the retail price of maize meal, an
  official of the ruling party said.
      Last December, a 120 pct increase in the consumer price for
  refined maize meal, a Zambian staple, led to food riots in
  which at least 15 people died.
      That price increase, which President Kenneth Kaunda later
  revoked, followed pressure by the International Monetary Fund
  (IMF) to reduce the government's subsidy bill.
      However, if the producer price rise, from 6.10 dlrs to 8.67
  dlrs per 90-kg bag, is not accompanied by a retail price
  increase, the government will have to spend more on subsidies,
  a practice discouraged by the IMF.
      ""There is no way out but to raise the subsidy levels of
  meal. It (the government) would have to choose between the
  demands of the IMF and those of the people,"" a Ministry of
  Agriculture economist said.
  

","corn,grain",169
test/21343,Markets,2,"FED SEEN ADDING RESERVES VIA SYSTEM REPOS
  The Federal Reserve is expected to enter
  the government securities market to supply reserves to the
  banking system via system repurchase agreements, economists
  said.
      Most economists said the Fed would execute three-day system
  repurchases to meet a substantial need to add reserves in the
  current maintenance period, although some said a more
  aggressive add via overnight system repos was possible.
      Federal funds opened at 7-5/8 pct and remained at that
  level late this morning, compared with an average effective
  rate of 7.55 pct Friday.
  

",money-fx,91
test/14931,Markets,2,"POEHL WARNS AGAINST FURTHER DOLLAR FALL
  Bundesbank President Karl Otto Poehl
  said a weaker dollar would be risky and a further appreciation
  of the mark would damage prospects for sustained West German
  economic growth.
      In a speech to the Institute of Contempory German Affairs
  here, Poehl said ""It would be an extremely risky policy to aim
  for a further substantial decline in the value of the dollar to
  correct the trade deficit.""
      He said the United States could face a vicious circle of
  depreciation, inflation and more depreciation if it took that
  route.
      Poehl noted West Germany had already taken steps to meet
  U.S. Demands for greater stimulation of its domestic economy,
  accelerating tax cuts, cutting interest rates and tolerating
  above-target money supply growth.
      He said he would have been happy to have brought forward
  five billion marks of tax cuts now planned for January 1988 to
  the beginning of this year, but he said the government faced
  political constraints getting such measures through the upper
  house of the West German parliament.
      But there were also limits to the impact West Germany could
  accept on exports from a rising mark, he said.
      Poehl said West Germany relied on exports for about
  one-third of its gross national product, so a substantial
  erosion of export markets could not be offset by increasing
  demand at home.
      ""A further appreciation of the mark could even be an
  obstacle to further growth,"" he said.
      Poehl said the Bundesbank had tolerated rapid money supply
  growth last year because the country enjoyed low inflation and
  because external factors, including low oil prices and
  favourable terms of trade, had given some extra leeway.
      But Poehl said West Germany now faced a difficult dilemma
  over monetary policy.
      The underlying rate of inflation was now two pct, not the
  reported negative inflation rates last year, and West Germany
  was affected more than before by exchange rate developments.
      ""For the time being, we will have to focus our policy more
  on the external side, and we can live with a more expansionary
  money supply. But we must be very careful,"" he said.
      He said he shared some of the U.S. Concern about Japan's
  trade surpluses, which affected European countries as well as
  the United States.
      Poehl welcomed the so-called Louvre accord of monetary
  officials of major industrialized countries, saying the
  importance of the February 22 agreement to stabilize exchange
  rates had been underestimated.
      All partners had agreed that the dollar was at about the
  right level, and that further changes would damage growth, he
  said.
      ""This was a remarkable change in attitude, especially on the
  part of our American colleagues,"" he said.
      But he said there was still a danger that the correction of
  the dollar's value could overshoot.
  

","dlr,money-fx",458
test/18263,Markets,2,"CCC ACCEPTS BONUS ON BARLEY TO SAUDI ARABIA
  The Commodity Credit Corporation, CCC,
  has accepted bids for export bouses to cover sales of 150,000
  tonnes of U.S. barley to Saudi Arabia, the U.S. Agriculture
  Department said.
      The CCC accepted three bonus offers from one exporter which
  averaged 40.88 dlrs per tonne, it said.
      The barley is for delivery August 15-November 30 in three
  shiments of 50,000 tonnes each.
      The bonus awards were made to Louis Dreyfus Corporation and
  will be paid in the form of commodities from CCC stocks.
      An additional 350,000 tonnes of U.S. barley are still
  available to Saudi Arabia under the Export Enhancement Program
  initiative annnounced on May 15, 1987, it said.
  

","barley,grain",115
test/16304,Economics,1,"BANKERS TRUST &lt;BT> RAISES BROKER LOAN RATE
  Bankers Trust Co said it is raising
  its broker loan rate to 7-1/2 pct from 7-1/4 pct, effective
  immediately.
      U.S. Trust Co, the only other bank to publicize its broker
  rate, was already posting 7-1/2 pct.
  

",interest,43
test/15341,Markets,2,"USDA DISCUSSING PL 480 AGREEMENT WITH MOROCCO
  The U.S. Agriculture Department is
  currently discussing an amendment to a PL 480 agreement signed
  with Morocco on January 22, but the mix of commodities under
  the amendment has not been determined, a U.S. Agriculture
  Department official said.
      The official noted the agreement signed in January provided
  for the supply of about 55,000 tonnes of vegetable oil, 55,000
  tonnes of corn and 126,000 tonnes of wheat, all for delivery
  during the current fiscal year, ending this September 30.
      No purchase authorizations for the commodities provided in
  the January agreement have been announced by the department.
  

","corn,grain,veg-oil,wheat",102
test/15560,Economics,1,"FHLBB CHANGES SHORT-TERM DISCOUNT NOTE RATES
  The Federal Home Loan Bank Board
  adjusted the rates on its short-term discount notes as follows:
      MATURITY   NEW RATE  OLD RATE  MATURITY
    30-174 days  5.00 pct  5.00 pct    30-87 days
   175-190 days  5.85 pct  5.82 pct   88-103 days
   191-270 days  5.00 pct  5.00 pct  104-179 days
   271-288 days  5.92 pct  5.85 pct  180-205 days
   289-360 days  5.00 pct  5.00 pct  206-360 days
  

",interest,68
