subject,relation,object,new_topic,old_index
FIRST MONTAUK SECURITIES,has reached,preliminary merger agreement with MCC Presidential Inc,3,2918
FIRST MONTAUK SECURITIES,has reached,merger agreement,3,2919
FIRST MONTAUK SECURITIES,has reached merger agreement,MERGER DEAL First Montauk Securities Corp said,3,2920
it,has reached,merger agreement with MCC Presidential Inc,3,2921
FIRST MONTAUK SECURITIES,has reached,preliminary merger agreement,3,2922
it,has reached merger agreement,MERGER DEAL First Montauk Securities Corp said,3,2923
it,has reached,merger agreement,3,2924
it,has reached,preliminary merger agreement,3,2925
it,has reached,preliminary merger agreement with MCC Presidential Inc,3,2926
FIRST MONTAUK SECURITIES,has reached,merger agreement with MCC Presidential Inc,3,2927
it,has reached merger agreement,IN MERGER DEAL First Montauk Securities Corp said,3,2928
Corp,has,preliminary,3,2929
BROWNING FERRIS BFI The Environmental Protection Agency,has,five to 10 mln dlr suit against Browning Ferris Industries Inc BFI unit,3,2930
QTR,is,NET,5,2931
QTR,is,Net,5,2932
QTR,is,Shr,5,2933
QTR,is,full,5,2934
QTR,is,cts,5,2935
it,said entered,200 mln dlr three year gas exploration venture,6,2936
BROOKLYN UNION 'S BU UNIT,EXPAND,DRILLING Brooklyn Union Gas Co 's Brooklyn Union Exploration Co Inc unit,6,2937
two billion dlrs,is in,about two months,3,2938
GT,SELL,CELERON,3,2939
GT,SELL,oil,3,2940
NEW,has,BANK,5,2941
BANK,is at,NEW,5,2942
GAIN Honeywell Inc,said,gain of 20,3,2943
HONEYWELL,CITES,COST,3,2944
HON,CITES,COST,3,2945
HON,CITES,COST CUTTING,3,2946
HONEYWELL,CITES,COST CUTTING,3,2947
GAIN Honeywell Inc,said,gain,3,2948
CCC CREDIT GUARANTEES,has authorized,3,2,2949
CCC,has,CREDIT,2,2950
HOMESTAKE,MULLS,BUYING ORE RESERVES Homestake Mining Co,3,2951
HOMESTAKE,MULLS,ORE RESERVES Homestake Mining Co,3,2952
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise in supplies to international oil markets,6,2953
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise in supplies to international oil markets,6,2954
CREDIBILITY,faces scrutiny amid,signs of significant rise in supplies of oil to international oil markets,6,2955
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise in supplies of oil to oil markets,6,2956
CREDIBILITY,faces scrutiny amid,signs of significant rise in supplies of oil to oil markets,6,2957
KUWAITI DAILY SAYS OPEC,faces,fresh scrutiny,6,2958
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise,6,2959
CREDIBILITY,faces,scrutiny,6,2960
CREDIBILITY,faces scrutiny amid,signs,6,2961
CREDIBILITY,faces scrutiny amid,signs of significant rise in supplies to international oil markets,6,2962
CREDIBILITY,faces scrutiny in,coming weeks,6,2963
CREDIBILITY,faces scrutiny amid,signs of rise in supplies,6,2964
CREDIBILITY,faces scrutiny amid,signs of significant rise,6,2965
CREDIBILITY,faces scrutiny amid,signs of significant rise in supplies to oil markets,6,2966
CREDIBILITY,faces scrutiny amid,signs of rise in supplies of oil,6,2967
CREDIBILITY,faces scrutiny amid,signs of rise in supplies of oil to international oil markets,6,2968
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise in supplies,6,2969
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise in supplies,6,2970
CREDIBILITY,faces scrutiny in,weeks,6,2971
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise in supplies to oil markets,6,2972
significant rise,is in,supplies of oil to international oil markets,6,2973
CREDIBILITY,faces scrutiny amid,signs of significant rise in supplies of oil,6,2974
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise in supplies of oil to oil markets,6,2975
KUWAITI DAILY SAYS OPEC,faces scrutiny in,weeks,6,2976
CREDIBILITY,faces,fresh scrutiny,6,2977
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise,6,2978
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise in supplies of oil,6,2979
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs,6,2980
CREDIBILITY,faces scrutiny amid,signs of rise in supplies of oil to oil markets,6,2981
CREDIBILITY,faces scrutiny amid,signs of rise in supplies to international oil markets,6,2982
CREDIBILITY,faces scrutiny amid,signs of significant rise in supplies,6,2983
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise in supplies to oil markets,6,2984
KUWAITI DAILY SAYS OPEC,faces scrutiny in,coming weeks,6,2985
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise in supplies of oil to international oil markets,6,2986
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise in supplies of oil,6,2987
CREDIBILITY,faces scrutiny amid,signs of rise,6,2988
CREDIBILITY,faces scrutiny amid,signs of rise in supplies to oil markets,6,2989
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise in supplies of oil to international oil markets,6,2990
KUWAITI DAILY SAYS OPEC,faces,scrutiny,6,2991
MIDLAND,is,MARINE,5,2992
MIDLAND,is,MARINE,5,2993
73 pct stake,is in,company,3,2994
NATIONAL,is,FOURTH,3,2995
group,led,management,3,2996
WBB UNIT,SELLS,JOINT VENTURE STAKE Del E,3,2997
WBB UNIT,SELLS,VENTURE STAKE Del E,3,2998
NEW,has,BANK,5,2999
BANK,is at,NEW,5,3000
TEXACO TX,FLOWS RE-ESTABLISHED,Texaco Inc,6,3001
oil,FLOWS,supply,6,3002
oil,FLOWS,lines,6,3003
NEW,has,BANK,5,3004
BANK,is at,NEW,5,3005
Wilson,said,early,1,3006
Corp,signed,it,3,3007
Corp,signed,definitive,3,3008
Corp,signed,agreement,3,3009
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise in supplies to international oil markets,6,3010
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise in supplies to international oil markets,6,3011
CREDIBILITY,faces scrutiny amid,signs of significant rise in supplies of oil to international oil markets,6,3012
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise in supplies of oil to oil markets,6,3013
CREDIBILITY,faces scrutiny amid,signs of significant rise in supplies of oil to oil markets,6,3014
KUWAITI DAILY SAYS OPEC,faces,fresh scrutiny,6,3015
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise,6,3016
CREDIBILITY,faces,scrutiny,6,3017
CREDIBILITY,faces scrutiny amid,signs,6,3018
CREDIBILITY,faces scrutiny amid,signs of significant rise in supplies to international oil markets,6,3019
CREDIBILITY,faces scrutiny in,coming weeks,6,3020
CREDIBILITY,faces scrutiny amid,signs of rise in supplies,6,3021
CREDIBILITY,faces scrutiny amid,signs of significant rise,6,3022
CREDIBILITY,faces scrutiny amid,signs of significant rise in supplies to oil markets,6,3023
CREDIBILITY,faces scrutiny amid,signs of rise in supplies of oil,6,3024
CREDIBILITY,faces scrutiny amid,signs of rise in supplies of oil to international oil markets,6,3025
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise in supplies,6,3026
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise in supplies,6,3027
CREDIBILITY,faces scrutiny in,weeks,6,3028
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise in supplies to oil markets,6,3029
significant rise,is in,supplies of oil to international oil markets,6,3030
CREDIBILITY,faces scrutiny amid,signs of significant rise in supplies of oil,6,3031
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise in supplies of oil to oil markets,6,3032
KUWAITI DAILY SAYS OPEC,faces scrutiny in,weeks,6,3033
CREDIBILITY,faces,fresh scrutiny,6,3034
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise,6,3035
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise in supplies of oil,6,3036
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs,6,3037
CREDIBILITY,faces scrutiny amid,signs of rise in supplies of oil to oil markets,6,3038
CREDIBILITY,faces scrutiny amid,signs of rise in supplies to international oil markets,6,3039
CREDIBILITY,faces scrutiny amid,signs of significant rise in supplies,6,3040
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise in supplies to oil markets,6,3041
KUWAITI DAILY SAYS OPEC,faces scrutiny in,coming weeks,6,3042
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise in supplies of oil to international oil markets,6,3043
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of significant rise in supplies of oil,6,3044
CREDIBILITY,faces scrutiny amid,signs of rise,6,3045
CREDIBILITY,faces scrutiny amid,signs of rise in supplies to oil markets,6,3046
KUWAITI DAILY SAYS OPEC,faces scrutiny amid,signs of rise in supplies of oil to international oil markets,6,3047
KUWAITI DAILY SAYS OPEC,faces,scrutiny,6,3048
TREASURY BALANCES,FELL ON,APRIL 9 Treasury balances,0,3049
TREASURY BALANCES,FELL at,Federal Reserve,0,3050
TREASURY,is at,BALANCES,0,3051
DOE,RESOLVES,ISSUES WITH ROYAL DUTCH,6,3052
ISSUES,is WITH,ROYAL DUTCH,6,3053
DOE,RESOLVES,ISSUES,6,3054
DOE,is at,ISSUES,6,3055
Department,said,final,6,3056
Department,said,form,6,3057
Department,said,agreement,6,3058
INDUSTRIES,Pay,DIVIDEND,5,3059
INDUSTRIES,Pay,prior,5,3060
INDUSTRIES,Pay,cts,5,3061
GAF SEEKS INFORMATION ON BORG WARNER,is exploring,its options,3,3062
GAF,is exploring,its options,3,3063
it,is exploring,its options,3,3064
Corp,is,it,3,3065
Corp,is,options,3,3066
Abu Dhabi oil official,said in,remarks,6,3067
largest producer,is in,United Arab Emirates,6,3068
senior Abu Dhabi oil official,said in,remarks,6,3069
acquisition,is in,based Bensenville,3,3070
Inc,completed,it,3,3071
Inc,completed,acquisition,3,3072
NEM STAKE,is IN,DU PONT,3,3073
DD DECLINES Newmont Mining Corp,held,"5,250,376 Du Pont Co shares",3,3074
NEWMONT,held,NEM,3,3075
Co,approved,merger,3,3076
Co,approved,special,3,3077
Co,approved,companies,3,3078
letter,is with,Mount Sinai Medical Center,3,3079
cts,Pay,prior,5,3080
cts,Pay,qtr,5,3081
DOME DMP BENEFITS,posted,their gain,1,3082
months,is in,U,1,3083
DOME DMP BENEFITS,posted,their biggest gain,1,3084
DOME,posted,DMP,1,3085
DOME,posted,biggest,1,3086
DOME,posted,BENEFITS,1,3087
GROUP,RAISES,COMPUTER MEMORIES,3,3088
HONG KONG FIRM,HAS,5,3,3089
TEX UNIT,COMPLETES,SYSTEM SALE Texas Air Corp 's Eastern Airlines,3,3090
SYSTEM SALE Texas Air Corp,has,Eastern Airlines,3,3091
Airlines,said,plan,3,3092
INVESTMENT FIRM,HAS,5,3,3093
it,acquire,cable television systems,3,3094
it,acquire cable television systems for,terms,3,3095
it,acquire cable television systems for,undisclosed terms,3,3096
Inc,agreed,it,3,3097
Inc,agreed,cable,3,3098
Inc,agreed,undisclosed,3,3099
Inc,agreed,television,3,3100
BANK,is,INDEPENDENT,5,3101
working interest,is in,Gulf of Suez oil concession,3,3102
Corp,acquired,it,3,3103
Corp,acquired,pct,3,3104
Corp,acquired,undisclosed,3,3105
Corp,acquired,interest,3,3106
TECHNOLOGIES,is,CONVERGENT,3,3107
MERGER INTERCO Inc,said,its shareholders,3,3108
MERGER INTERCO Inc,said,its shareholders of Lane Co LANE,3,3109
DEVELCON ELECTRONICS LTD DLCFF QTR LOSS Period,ended,Feb 28 Shr loss 34 cts vs loss 58 cts,5,3110
DEVELCON ELECTRONICS LTD DLCFF QTR LOSS Period,ended,Feb 28 Shr loss 34 cts,5,3111
QTR,ended,LOSS,5,3112
QTR,ended,Net,5,3113
QTR,ended,Period,5,3114
TEXACO FILING,ADDS,UNCERTAINTY,1,3115
TEXACO FILING,ADDS,UNCERTAINTY IN OIL MARKET U,1,3116
UNCERTAINTY,is IN,OIL MARKET U,1,3117
UNCERTAINTY,ADDS,MARKET,1,3118
Merrill Lynch MER subsidiary,said IN,BORG BOR DEAL,3,3119
Merrill Lynch MER subsidiary,said IN,BORG BOR,3,3120
Merrill Lynch MER subsidiary,said IN,BORG,3,3121
UNIT Chrysler Corp,has,Chrysler Motors Corp,3,3122
Motors,said,non-profit,3,3123
Motors,said,organization,3,3124
Motors,said,name,3,3125
RESUME LIMITED OIL PRODUCTION Ecuador,fill up,storage tanks,6,3126
NEW ZEALAND CPI,RISES,2,0,3127
dealers Bank,support,dollar,7,3128
dealers Bank,support dollar after,Tokyo opening,7,3129
Bank,support,dollar,7,3130
Bank,support dollar after,Tokyo opening,7,3131
Japan,has,Bank,7,3132
Bank,is at,Japan,7,3133
Japan,support,dollar,7,3134
Japan,support,opening,7,3135
BANK,is IN,TOKYO AFTER OPENING,7,3136
JAPAN,has,BANK,7,3137
JAPAN,is at,BANK,7,3138
Japan,intervened,dollars,7,3139
Japan,intervened,market,7,3140
MIYAZAWA,SEES,EVENTUAL U,7,3141
MIYAZAWA,SEES,LOWER U,7,3142
MIYAZAWA,SEES,EVENTUAL LOWER U,7,3143
MIYAZAWA,SEES,U,7,3144
sugar cane planters,marched,protest against closure of Haiti 's largest sugar mill,2,3145
sugar cane planters,protest against,closure of Haiti 's largest sugar mill,2,3146
sugar cane planters,marched,protest against closure,2,3147
sugar cane planters,protest against,closure,2,3148
sugar cane planters,marched,to protest against closure of Haiti 's largest sugar mill,2,3149
sugar cane planters,marched,to protest against closure,2,3150
sugar cane planters,protest against,closure of Haiti 's sugar mill,2,3151
sugar cane planters,marched,to protest against closure of Haiti 's sugar mill,2,3152
sugar cane planters,marched,to protest,2,3153
sugar cane planters,marched to,Port au Prince,2,3154
sugar cane planters,marched,protest against closure of Haiti 's sugar mill,2,3155
CANE,is,HAITIAN,2,3156
PLANTERS,is,1,2,3157
TAIWAN IMPORTS TONNES SOUTH AFRICAN MAIZE Taiwan,imported,"about 210,000 tonnes",2,3158
TAIWAN IMPORTS TONNES SOUTH AFRICAN MAIZE Taiwan,imported,"about 210,000 tonnes of South African maize",2,3159
TAIWAN IMPORTS TONNES SOUTH AFRICAN MAIZE Taiwan,imported,"about 210,000 tonnes of African maize",2,3160
TAIWAN IMPORTS TONNES SOUTH AFRICAN MAIZE Taiwan,imported,"about 210,000 tonnes of maize",2,3161
"TAIWAN IMPORTS 210,000 TONNES SOUTH AFRICAN MAIZE Taiwan",imported,"about 210,000 tonnes of South African maize",2,3162
"TAIWAN IMPORTS 210,000 TONNES SOUTH AFRICAN MAIZE Taiwan",imported,"about 210,000 tonnes",2,3163
"TAIWAN IMPORTS 210,000 TONNES SOUTH AFRICAN MAIZE Taiwan",imported,"about 210,000 tonnes of maize",2,3164
"TAIWAN IMPORTS 210,000 TONNES SOUTH AFRICAN MAIZE Taiwan",imported,"about 210,000 tonnes of African maize",2,3165
dealers,support dollar against,yen,7,3166
dealers,support,dollar,7,3167
Japan,has,Bank,7,3168
Bank,is at,Japan,7,3169
Japan,support,dollar,7,3170
Japan,support,yen,7,3171
JAPAN MARCH MONEY SUPPLY,RISES,9,0,3172
BANK,BUYS SHARE IN,LUXEMBOURG COMPANY owned Bank of China,3,3173
BANK,BUYS SHARE IN,LUXEMBOURG COMPANY Bank,3,3174
BANK,BUYS SHARE IN,LUXEMBOURG COMPANY State owned Bank of China,3,3175
BANK,BUYS SHARE IN,LUXEMBOURG COMPANY owned Bank,3,3176
BANK,BUYS SHARE IN,LUXEMBOURG COMPANY Bank of China,3,3177
BANK,BUYS,SHARE,3,3178
BANK,BUYS SHARE IN,LUXEMBOURG COMPANY State owned Bank,3,3179
CHINA,has,BANK,3,3180
CHINA,is at,BANK,3,3181
State,owned,pct,3,3182
State,owned,share,3,3183
State,owned,financial,3,3184
State,owned,institution,3,3185
SAUDI ARABIA,INCREASE,OIL SALES,4,3186
SAUDI ARABIA,INCREASE OIL SALES,JAPAN Saudi Arabia hopes,4,3187
SAUDI ARABIA,INCREASE OIL SALES,TO JAPAN Saudi Arabia hopes,4,3188
JAPAN Saudi Arabia,increase volume through,Interior Minister Naif bin Abdul Aziz,4,3189
JAPAN Saudi Arabia,increase,volume of its oil exports,4,3190
JAPAN Saudi Arabia,increase volume through,expanding bilateral trade,4,3191
JAPAN Saudi Arabia,increase volume through,Arabian Interior Minister Naif bin Abdul Aziz,4,3192
JAPAN Saudi Arabia,increase volume through,trade,4,3193
JAPAN Saudi Arabia,increase volume through,expanding trade,4,3194
JAPAN Saudi Arabia,increase,volume,4,3195
JAPAN Saudi Arabia,increase volume to,Japan,4,3196
JAPAN Saudi Arabia,increase volume through,bilateral trade,4,3197
JAPAN Saudi Arabia,increase volume through,Saudi Arabian Interior Minister Naif bin Abdul Aziz,4,3198
official,is in,National Food Authority,2,3199
TONNES CORN,SMUGGLED INTO,PHILIPPINES PAPER,2,3200
"60,000 TONNES CORN",SMUGGLED INTO,PHILIPPINES PAPER,2,3201
nation 's monetary polices,is in,its plan,4,3202
FLEXIBLE MONETARY POLICIES,expand,demand,4,3203
MONETARY POLICIES,expand,domestic demand,4,3204
FLEXIBLE POLICIES,expand,domestic demand,4,3205
FLEXIBLE POLICIES,expand,demand,4,3206
POLICIES,expand,demand,4,3207
Japan,has,ruling Liberal Democratic Party,4,3208
FLEXIBLE MONETARY POLICIES,expand,domestic demand,4,3209
POLICIES,expand,domestic demand,4,3210
MONETARY POLICIES,expand,demand,4,3211
detailed plan,STAVE OFF,TRADE PROBLEMS,4,3212
increase,is in,government purchases of foreign goods,4,3213
Japan,has,Liberal Democratic Party,4,3214
JAPAN,DETAILS,PLAN,4,3215
plan,STAVE OFF,TRADE PROBLEMS,4,3216
RESERVES RISE China 's trade deficit,is in,first quarter,0,3217
RESERVES RISE China,has,trade deficit in first quarter,0,3218
RESERVES RISE China 's trade deficit,fell to,1,0,3219
JAPAN FARM REFORM,is,key,4,3220
securities analysts,said to,growth,4,3221
securities analysts,said to,led growth,4,3222
Japan,has,broadly defined M 2 money supply average,0,3223
HIGHER MONEY SUPPLY,GROWTH,QUARTER,0,3224
MONEY SUPPLY,GROWTH,QUARTER,0,3225
SUPPLY,GROWTH,QUARTER,0,3226
SUPPLY,GROWTH,current,0,3227
SUPPLY,GROWTH,M,0,3228
OECD CONSUMER PRICES RISE,rose,0,0,3229
OECD CONSUMER PRICES,RISE IN,FEBRUARY Consumer prices in countries of Organisation for Economic Cooperation,0,3230
OECD CONSUMER PRICES,RISE IN,FEBRUARY Consumer prices in countries of Organisation,0,3231
OECD CONSUMER PRICES,RISE IN,FEBRUARY Consumer prices,0,3232
FEBRUARY Consumer prices,is in,countries of Organisation for Economic Cooperation,0,3233
OECD CONSUMER PRICES,RISE IN,FEBRUARY Consumer prices in countries,0,3234
JAPAN,TALKS ON,FARM TRADE BARRIERS U,4,3235
JAPAN,TALKS,FARM,4,3236
JAPAN,TALKS,TRADE,4,3237
detailed plan,STAVE OFF,TRADE PROBLEMS,4,3238
increase,is in,government purchases of foreign goods,4,3239
Japan,has,Liberal Democratic Party,4,3240
JAPAN,DETAILS,PLAN,4,3241
plan,STAVE OFF,TRADE PROBLEMS,4,3242
EAST TRADE,DRIVE,U,4,3243
Japan,has,failure,4,3244
Japan 's failure,end,its practices in semiconductor trade,4,3245
DECISION,announce,decision on tough tariffs,4,3246
Japan 's failure,end,its practices,4,3247
DECISION,announce,decision on new tariffs,4,3248
DECISION,announce,decision on new tariffs on exports,4,3249
DECISION,announce,decision on tough new tariffs on exports,4,3250
he,calls,Japan 's failure,4,3251
Japan 's failure,end,its unfair practices,4,3252
REAGAN,ANNOUNCE DECISION at_time,today,4,3253
DECISION,announce,decision on tariffs,4,3254
DECISION,announce,decision on tariffs on exports,4,3255
DECISION,announce,decision on tough new tariffs,4,3256
Japan 's failure,end,its unfair practices in semiconductor trade,4,3257
DECISION,announce,decision on tough tariffs on exports,4,3258
DECISION,announce,decision,4,3259
its unfair practices,is in,semiconductor trade,4,3260
REAGAN,is at,DECISION,4,3261
SCIENCE,is,0,5,3262
NATURAL,is,GLOBAL,5,3263
COD,is,0,5,3264
Corp,said,equaly,3,3265
Corp,said,joint,3,3266
Corp,said,venture,3,3267
BSH,SEES,HIGHER YEAR RESULTS Bush Industries Inc,3,3268
it,said expects,higher earnings,3,3269
BUSH INDUSTRIES,said expects,earnings,3,3270
BUSH INDUSTRIES,said expects earnings due,efficiencies in manufacturing,3,3271
it,said expects earnings due,efficiencies,3,3272
it,said expects earnings for,1987,3,3273
efficiencies,is in,manufacturing,3,3274
it,said expects earnings due,partly efficiencies in manufacturing,3,3275
BSH,SEES,YEAR RESULTS Bush Industries Inc,3,3276
earnings,said,sales,3,3277
BUSH INDUSTRIES,said expects earnings due,partly efficiencies,3,3278
BUSH INDUSTRIES,said expects earnings due,efficiencies,3,3279
higher earnings,said,sales,3,3280
it,said expects earnings due,partly efficiencies,3,3281
it,said expects,earnings,3,3282
BUSH INDUSTRIES,said expects earnings for,1987,3,3283
BUSH INDUSTRIES,said expects,higher earnings,3,3284
it,said expects earnings due,efficiencies in manufacturing,3,3285
BUSH INDUSTRIES,said expects earnings due,partly efficiencies in manufacturing,3,3286
Inc,said,higher,3,3287
div,Pay,cts,5,3288
div,Pay,prior,5,3289
div,Pay,Record,5,3290
INC LICIA,is IN,PAYOUT Qtly div 10-1/2 cts,5,3291
GQ,is IN,PAYOUT,5,3292
PAYOUT,Pay,cts,5,3293
PAYOUT,Pay,prior,5,3294
PAYOUT,Pay,Record,5,3295
AMBRIT INC,div,two cts,5,3296
ABI,div,two cts vs two cts,5,3297
AMBRIT INC,div prior,two cts,5,3298
AMBRIT INC,div prior,two cts vs two cts,5,3299
AMBRIT INC,div,two cts vs two cts,5,3300
ABI,is IN,PAYOUT,5,3301
ABI,div prior,two cts,5,3302
ABI,div prior,two cts vs two cts,5,3303
ABI,div,two cts,5,3304
cts,Pay,prior,5,3305
cts,Pay,prior,5,3306
div,Pay,cts,5,3307
div,Pay,prior,5,3308
FRENCH INDUSTRIAL PRODUCTION,RISES IN,FEBRUARY French production,0,3309
INDUSTRIAL PRODUCTION,RISES IN,FEBRUARY French production,0,3310
FRENCH PRODUCTION,RISES IN,FEBRUARY French industrial production,0,3311
INDUSTRIAL PRODUCTION,RISES IN,FEBRUARY French industrial production,0,3312
FRENCH INDUSTRIAL PRODUCTION,RISES IN,FEBRUARY French industrial production,0,3313
PRODUCTION,RISES IN,FEBRUARY French industrial production,0,3314
PRODUCTION,RISES IN,FEBRUARY French production,0,3315
FRENCH PRODUCTION,RISES IN,FEBRUARY French production,0,3316
JUICE,is,FRESH,5,3317
public flotation offer opening,been set at,140 francs per share,3,3318
flotation offer opening,been set at,140 francs per share,3,3319
GOVERNMENT SETS TERMS,said flotation offer opening at_time,today,3,3320
FRENCH GOVERNMENT SETS TERMS,said flotation offer opening at_time,today,3,3321
public flotation offer opening,been,set,3,3322
flotation offer opening,been set at,140 francs,3,3323
public flotation offer opening,been set at,140 francs,3,3324
GOVERNMENT SETS TERMS,said at_time,today,3,3325
FRENCH GOVERNMENT SETS TERMS,said at_time,today,3,3326
flotation offer opening,been,set,3,3327
GOVERNMENT,is,FRENCH,3,3328
Federal Reserve,overreact to,decline in value,7,3329
Federal Reserve,overreact to,decline in value of U,7,3330
he,was,concerned,7,3331
decline,is in,value of U,7,3332
Federal Reserve,overreact to,decline,7,3333
PICKUP,is IN,INDUSTRIAL ACTIVITY The Bank of France,0,3334
BANK,SEES,PICKUP IN INDUSTRIAL ACTIVITY Bank,0,3335
BANK,SEES,PICKUP,0,3336
BANK,SEES,PICKUP IN INDUSTRIAL ACTIVITY Bank of France,0,3337
pickup,is in,industrial production,0,3338
FRANCE,has,BANK,0,3339
FRANCE,is at,BANK,0,3340
YEUTTER,SAYS,JAPANESE,4,3341
U,CURB,JAPANESE,4,3342
U,CURB,CERTAIN,4,3343
CHURCH,'S FRIED,CHICKEN INC,5,3344
its stake,is in,CalMat Co,3,3345
INVESTMENT FIRMS,RAISE,ORIENT EXPRESS,3,3346
management,believes,dlr,3,3347
CLNY SETS QUARTERLY,div prior,four cts vs four cts,5,3348
CALNY INC,div prior,four cts,5,3349
CLNY SETS QUARTERLY,div prior,four cts,5,3350
CALNY INC,div,four cts vs four cts,5,3351
CALNY INC,div,four cts,5,3352
CLNY SETS QUARTERLY,div,four cts vs four cts,5,3353
CLNY SETS QUARTERLY,div,four cts,5,3354
CALNY INC,div prior,four cts vs four cts,5,3355
cts,Pay,prior,5,3356
expected improvement,is in,Gulf of Mexico,5,3357
expected improvement,is in,drilling levels,5,3358
Inc,expects,substantial,5,3359
Inc,expects,losses,5,3360
Inc,expects,improvement,5,3361
CARE ENTERPRISES,cts,"Oper net loss 7,229,000",5,3362
CARE ENTERPRISES,cts,"Oper loss 7,229,000 vs profit 902,000 Revs 67",5,3363
CARE ENTERPRISES,cts,"Oper net loss 7,229,000 vs profit 902,000 Revs 67",5,3364
CARE ENTERPRISES,cts,"Oper loss 7,229,000",5,3365
CARE,cts,ENTERPRISES,5,3366
CARE,cts,net,5,3367
CARE,cts,CRE,5,3368
FHLBB REPORTS,THRIFT,RESULTS,0,3369
FHLBB REPORTS,THRIFT,RESULTS IN FOURTH QUARTER,0,3370
moderate increases,is in,net earnings,0,3371
FHLBB REPORTS,THRIFT,RESULTS IN QUARTER,0,3372
RESULTS,is IN,FOURTH QUARTER,0,3373
SOVIET OUTPUT UP,grew by,2,0,3374
OUTPUT UP,grew by,2,0,3375
INDUSTRIAL OUTPUT UP,grew by,2,0,3376
SOVIET INDUSTRIAL OUTPUT UP,is IN,FIRST QUARTER Soviet industrial output,0,3377
SOVIET INDUSTRIAL OUTPUT UP,grew by,2,0,3378
SOVIET INDUSTRIAL OUTPUT UP,is in,first quarter of year,0,3379
OUTPUT,is at,UP,0,3380
HOUSE,is,WHITE,7,3381
System,said,subsidiary,0,3382
ICN,HAS,PCT,3,3383
JAPANESE TARIFFS,SEEN,AS,4,3384
TARIFFS,SEEN,AS,4,3385
TARIFFS,is,JAPANESE,4,3386
INDUSTRIES,ended,QTR,5,3387
INDUSTRIES,ended,Net,5,3388
INDUSTRIES,ended,NET,5,3389
FED DATA,PROVIDE,NEW EVIDENCE,0,3390
FED DATA,PROVIDE,NEW EVIDENCE OF TIGHTER POLICY U,0,3391
QTR,cts,NET,5,3392
QTR,cts,net,5,3393
QTR,cts,shr,5,3394
MILD COFFEE GROWERS MEET,will hold talks at_time,month,1,3395
COFFEE GROWERS MEET,map,their strategy,1,3396
MILD COFFEE GROWERS,MEET IN,GUATEMALA A group of other milds nations,1,3397
MILD COFFEE GROWERS,MEET IN,GUATEMALA A large group of milds growing nations,1,3398
COFFEE GROWERS,MEET IN,GUATEMALA A large group of milds growing nations,1,3399
MILD COFFEE GROWERS,MEET IN,GUATEMALA A large group of other milds coffee growing nations,1,3400
MILD COFFEE GROWERS,MEET IN,GUATEMALA A large group of milds nations,1,3401
COFFEE GROWERS MEET,will hold talks at_time,month,1,3402
MILD COFFEE GROWERS,MEET IN,GUATEMALA A group of milds growing nations,1,3403
COFFEE GROWERS,MEET IN,GUATEMALA A group of other milds nations,1,3404
MILD COFFEE GROWERS,MEET IN,GUATEMALA A large group of other milds nations,1,3405
MILD COFFEE GROWERS,MEET IN,GUATEMALA A large group of milds coffee growing nations,1,3406
MILD COFFEE GROWERS,MEET IN,GUATEMALA A large group of other milds growing nations,1,3407
MILD COFFEE GROWERS MEET,will hold talks at_time,next month,1,3408
talks,is in,Guatemala,1,3409
COFFEE GROWERS,MEET IN,GUATEMALA A group of other milds coffee growing nations,1,3410
COFFEE GROWERS,MEET IN,GUATEMALA A group of other milds growing nations,1,3411
